company_id,company_name,location,department,about_us,rating,awards,contact,email,website
1242,Roamsoft Technologies Pvt Ltd,Chennai,IT-Software / Software Services,we are Roamsoft Technologies Pvt Ltd,2,Best Company in field of IT-Software / Software Services,7594893451,RoamsoftTechnologiesPvtLtd.gmail.com,RoamsoftTechnologiesPvtLtd.com
1243,"Reveille Technologies,Inc","Mumbai , Bengaluru/Bangalore , Chennai , Pune , Hyderabad / Secunderabad",IT-Software / Software Services,"we are Reveille Technologies,Inc",2,Best Company in field of IT-Software / Software Services,5727293222,"ReveilleTechnologies,Inc.gmail.com","ReveilleTechnologies,Inc.com"
1244,KNR Management Consultants Pvt Ltd,"Bengaluru/Bangalore , Chennai",Banking / Financial Services / Broking,we are KNR Management Consultants Pvt Ltd,1,Best Company in field of Banking / Financial Services / Broking,7442959008,KNRManagementConsultantsPvtLtd.gmail.com,KNRManagementConsultantsPvtLtd.com
1245,Experis IT Private Limited,"Bengaluru/Bangalore , Chennai",IT-Software / Software Services,we are Experis IT Private Limited,3,Best Company in field of IT-Software / Software Services,2756201875,ExperisITPrivateLimited.gmail.com,ExperisITPrivateLimited.com
1246,LeapZen,"Hyderabad / Secunderabad , Chennai , Delhi",Recruitment / Staffing,we are LeapZen,4,Best Company in field of Recruitment / Staffing,7334902139,LeapZen.gmail.com,LeapZen.com
1247,Magus Technologies Pvt Ltd,Chennai,Semiconductors / Electronics,we are Magus Technologies Pvt Ltd,3,Best Company in field of Semiconductors / Electronics,7223071638,MagusTechnologiesPvtLtd.gmail.com,MagusTechnologiesPvtLtd.com
1248,KARYA TECHNOLOGIES (INDIA) PRIVATE LIMITED,Chennai,IT-Software / Software Services,we are KARYA TECHNOLOGIES (INDIA) PRIVATE LIMITED,3,Best Company in field of IT-Software / Software Services,5822243023,KARYATECHNOLOGIES(INDIA)PRIVATELIMITED.gmail.com,KARYATECHNOLOGIES(INDIA)PRIVATELIMITED.com
1249,KOKA Technologies,Chennai,IT-Software / Software Services,we are KOKA Technologies,1,Best Company in field of IT-Software / Software Services,4718314753,KOKATechnologies.gmail.com,KOKATechnologies.com
1250,ZEiSys Technologies Private Ltd.,Chennai,IT-Software / Software Services,we are ZEiSys Technologies Private Ltd.,5,Best Company in field of IT-Software / Software Services,4360498440,ZEiSysTechnologiesPrivateLtd..gmail.com,ZEiSysTechnologiesPrivateLtd..com
1251,ACI INFOTECH,"Chennai , Hyderabad / Secunderabad",IT-Software / Software Services,we are ACI INFOTECH,4,Best Company in field of IT-Software / Software Services,1822163203,ACIINFOTECH.gmail.com,ACIINFOTECH.com
1252,Datamatics Staffing Services Ltd,"Mumbai , Bengaluru/Bangalore , Chennai , Gurgaon , Pune , Delhi , Delhi/NCR(National Capital Region) , Hyderabad / Secunderabad , Ahmedabad",Chemicals / PetroChemical / Plastic / Rubber,we are Datamatics Staffing Services Ltd,3,Best Company in field of Chemicals / PetroChemical / Plastic / Rubber,8805030455,DatamaticsStaffingServicesLtd.gmail.com,DatamaticsStaffingServicesLtd.com
1253,Signals & Systems (India) Pvt Ltd.,Chennai,Electricals / Switchgears,we are Signals & Systems (India) Pvt Ltd.,4,Best Company in field of Electricals / Switchgears,6484512809,Signals&Systems(India)PvtLtd..gmail.com,Signals&Systems(India)PvtLtd..com
1254,Vee En Kay Engineering Consultancy Private Limited,Chennai,Oil and Gas / Energy / Power / Infrastructure,we are Vee En Kay Engineering Consultancy Private Limited,3,Best Company in field of Oil and Gas / Energy / Power / Infrastructure,6927858667,VeeEnKayEngineeringConsultancyPrivateLimited.gmail.com,VeeEnKayEngineeringConsultancyPrivateLimited.com
1255,Dimension Data India Ltd.,Chennai,IT-Hardware & Networking,we are Dimension Data India Ltd.,4,Best Company in field of IT-Hardware & Networking,9484217146,DimensionDataIndiaLtd..gmail.com,DimensionDataIndiaLtd..com
1256,Veradis Consulting,"Mumbai , Chennai",Accounting / Finance,we are Veradis Consulting,4,Best Company in field of Accounting / Finance,5498272692,VeradisConsulting.gmail.com,VeradisConsulting.com
1257,Nestem Technologies,Chennai,Medical / Healthcare / Hospitals,we are Nestem Technologies,2,Best Company in field of Medical / Healthcare / Hospitals,6998897616,NestemTechnologies.gmail.com,NestemTechnologies.com
1258,Fortune HR Consultants,"Bengaluru/Bangalore , Chennai , Hyderabad / Secunderabad",Banking / Financial Services / Broking,we are Fortune HR Consultants,3,Best Company in field of Banking / Financial Services / Broking,1258405576,FortuneHRConsultants.gmail.com,FortuneHRConsultants.com
1259,Seek HR Solutions Pvt. Ltd.,"Bengaluru/Bangalore , Chennai",FMCG / Foods / Beverage,we are Seek HR Solutions Pvt. Ltd.,5,Best Company in field of FMCG / Foods / Beverage,6879865274,SeekHRSolutionsPvt.Ltd..gmail.com,SeekHRSolutionsPvt.Ltd..com
1260,Mindgensolutions,"Chennai , Bengaluru/Bangalore , Ernakulam / Kochi/ Cochin , Trivandrum",IT-Software / Software Services,we are Mindgensolutions,1,Best Company in field of IT-Software / Software Services,7426011363,Mindgensolutions.gmail.com,Mindgensolutions.com
1261,GRAND PROPERTIES,Chennai,Real Estate / Property,we are GRAND PROPERTIES,3,Best Company in field of Real Estate / Property,8995776845,GRANDPROPERTIES.gmail.com,GRANDPROPERTIES.com
1262,CONFIDENTIAL,Chennai,Real Estate / Property,we are CONFIDENTIAL,3,Best Company in field of Real Estate / Property,5043246107,CONFIDENTIAL.gmail.com,CONFIDENTIAL.com
1263,sumitkumar55456@gmail.com,"Bengaluru/Bangalore , Chennai , Pune",FMCG / Foods / Beverage,we are sumitkumar55456@gmail.com,3,Best Company in field of FMCG / Foods / Beverage,9341015225,sumitkumar55456@gmail.com.gmail.com,sumitkumar55456@gmail.com.com
1264,Bairo,Chennai,Internet / Ecommerce,we are Bairo,5,Best Company in field of Internet / Ecommerce,2123729398,Bairo.gmail.com,Bairo.com
1265,Vrddhi management solutions,Chennai,Banking / Financial Services / Broking,we are Vrddhi management solutions,4,Best Company in field of Banking / Financial Services / Broking,2911490441,Vrddhimanagementsolutions.gmail.com,Vrddhimanagementsolutions.com
1266,BRIDGESTONE INDIA AUTOMOTIVE PRODUCTS PVT LTD,Chennai,Automobile / Auto Anciliary / Auto Components,we are BRIDGESTONE INDIA AUTOMOTIVE PRODUCTS PVT LTD,5,Best Company in field of Automobile / Auto Anciliary / Auto Components,1501694331,BRIDGESTONEINDIAAUTOMOTIVEPRODUCTSPVTLTD.gmail.com,BRIDGESTONEINDIAAUTOMOTIVEPRODUCTSPVTLTD.com
1267,Thirdeye Creations Pvt Ltd,Chennai,Education / Teaching / Training,we are Thirdeye Creations Pvt Ltd,1,Best Company in field of Education / Teaching / Training,6962903143,ThirdeyeCreationsPvtLtd.gmail.com,ThirdeyeCreationsPvtLtd.com
1268,HCL Technologies,Chennai,IT-Software / Software Services,we are HCL Technologies,2,Best Company in field of IT-Software / Software Services,6292118346,HCLTechnologies.gmail.com,HCLTechnologies.com
1269,TeriMeriChoice.com,"Chennai , Pune , Delhi , Bengaluru/Bangalore , Mumbai , Hyderabad / Secunderabad , Delhi/NCR(National Capital Region) , Gurgaon , Kolkata",IT-Software / Software Services,we are TeriMeriChoice.com,4,Best Company in field of IT-Software / Software Services,2757276993,TeriMeriChoice.com.gmail.com,TeriMeriChoice.com.com
1270,Headhunters Point,"Chennai , Delhi/NCR(National Capital Region) , Mumbai , Bengaluru/Bangalore",Internet / Ecommerce,we are Headhunters Point,4,Best Company in field of Internet / Ecommerce,8540489235,HeadhuntersPoint.gmail.com,HeadhuntersPoint.com
1271,Sterling Holiday Resorts (I) Ltd,"Chennai , Coimbatore , Ernakulam / Kochi/ Cochin",Telecom/ISP /,we are Sterling Holiday Resorts (I) Ltd,2,Best Company in field of Telecom/ISP /,6383587003,SterlingHolidayResorts(I)Ltd.gmail.com,SterlingHolidayResorts(I)Ltd.com
1272,Angel Broking Limited,"Chennai , Coimbatore , Ernakulam / Kochi/ Cochin , Trivandrum",Banking / Financial Services / Broking,we are Angel Broking Limited,2,Best Company in field of Banking / Financial Services / Broking,5575789674,AngelBrokingLimited.gmail.com,AngelBrokingLimited.com
1273,Rockwin Flowmeters India Pvt. Ltd,"Mumbai , Chennai , Delhi/NCR(National Capital Region)",Industrial Products / Heavy Machinery,we are Rockwin Flowmeters India Pvt. Ltd,2,Best Company in field of Industrial Products / Heavy Machinery,5659654649,RockwinFlowmetersIndiaPvt.Ltd.gmail.com,RockwinFlowmetersIndiaPvt.Ltd.com
1274,Va Tech Wabag Ltd,Chennai,Water Treatment / Waste Management,we are Va Tech Wabag Ltd,3,Best Company in field of Water Treatment / Waste Management,1803596851,VaTechWabagLtd.gmail.com,VaTechWabagLtd.com
1275,Psiog Data Science,Chennai,IT-Software / Software Services,we are Psiog Data Science,1,Best Company in field of IT-Software / Software Services,7483770946,PsiogDataScience.gmail.com,PsiogDataScience.com
1276,FirstNaukri.com,Chennai,Internet / Ecommerce,we are FirstNaukri.com,1,Best Company in field of Internet / Ecommerce,6828444716,FirstNaukri.com.gmail.com,FirstNaukri.com.com
1277,Talent Leads Consultants,"Mumbai , Kolkata , Chennai , Lucknow , UP",FMCG / Foods / Beverage,we are Talent Leads Consultants,1,Best Company in field of FMCG / Foods / Beverage,9085510418,TalentLeadsConsultants.gmail.com,TalentLeadsConsultants.com
1278,Accuspeed Engineering Services India Limited,"Chennai , Bengaluru/Bangalore",Other,we are Accuspeed Engineering Services India Limited,1,Best Company in field of Other,3567499130,AccuspeedEngineeringServicesIndiaLimited.gmail.com,AccuspeedEngineeringServicesIndiaLimited.com
1279,V4U Consultancy,"Bengaluru/Bangalore , Mumbai , Chennai , Pune , Aligarh , Rohtak , Kanpur , Mangalore , Delhi",Insurance,we are V4U Consultancy,1,Best Company in field of Insurance,8963877467,V4UConsultancy.gmail.com,V4UConsultancy.com
1280,HCL TSS,"Chennai , Hyderabad / Secunderabad , Bengaluru/Bangalore , Noida , Delhi/NCR(National Capital Region)",IT-Software / Software Services,we are HCL TSS,3,Best Company in field of IT-Software / Software Services,3672357443,HCLTSS.gmail.com,HCLTSS.com
1281,Expert Consultant,"Chennai , Mumbai , Bengaluru/Bangalore",Real Estate / Property,we are Expert Consultant,2,Best Company in field of Real Estate / Property,9861007469,ExpertConsultant.gmail.com,ExpertConsultant.com
1282,CES Ltd.,Chennai,BPO / Call Centre / ITES,we are CES Ltd.,1,Best Company in field of BPO / Call Centre / ITES,9493111679,CESLtd..gmail.com,CESLtd..com
1283,IPMS Placements Private Limited,"Aurangabad , Ahmedabad , Chennai",Pharma / Biotech / Clinical Research,we are IPMS Placements Private Limited,4,Best Company in field of Pharma / Biotech / Clinical Research,7280964258,IPMSPlacementsPrivateLimited.gmail.com,IPMSPlacementsPrivateLimited.com
1284,Notion Press Media Pvt Ltd,"Chennai , Bengaluru/Bangalore",IT-Software / Software Services,we are Notion Press Media Pvt Ltd,3,Best Company in field of IT-Software / Software Services,3714862916,NotionPressMediaPvtLtd.gmail.com,NotionPressMediaPvtLtd.com
1285,Buzzworks Business Services Pvt Ltd.,Chennai,Accounting / Finance,we are Buzzworks Business Services Pvt Ltd.,3,Best Company in field of Accounting / Finance,4489670472,BuzzworksBusinessServicesPvtLtd..gmail.com,BuzzworksBusinessServicesPvtLtd..com
1286,State Street HCL Services,"Chennai , Coimbatore",Accounting / Finance,we are State Street HCL Services,2,Best Company in field of Accounting / Finance,3779146407,StateStreetHCLServices.gmail.com,StateStreetHCLServices.com
1287,Hale,Chennai,Industrial Products / Heavy Machinery,we are Hale,2,Best Company in field of Industrial Products / Heavy Machinery,3656703206,Hale.gmail.com,Hale.com
1288,The Phoenix Mills Ltd.,Chennai,Real Estate / Property,we are The Phoenix Mills Ltd.,1,Best Company in field of Real Estate / Property,6977424184,ThePhoenixMillsLtd..gmail.com,ThePhoenixMillsLtd..com
1289,Ahsan Technologies Pvt Ltd,Chennai,IT-Software / Software Services,we are Ahsan Technologies Pvt Ltd,3,Best Company in field of IT-Software / Software Services,4538328218,AhsanTechnologiesPvtLtd.gmail.com,AhsanTechnologiesPvtLtd.com
1290,Datamatics Global Services Ltd.,Chennai,BPO / Call Centre / ITES,we are Datamatics Global Services Ltd.,5,Best Company in field of BPO / Call Centre / ITES,1867329411,DatamaticsGlobalServicesLtd..gmail.com,DatamaticsGlobalServicesLtd..com
1291,Tata Consultancy Services Ltd.,Chennai,IT-Software / Software Services,we are Tata Consultancy Services Ltd.,5,Best Company in field of IT-Software / Software Services,1854294833,TataConsultancyServicesLtd..gmail.com,TataConsultancyServicesLtd..com
1292,Ikya Human Capital Solutions,Chennai,Accounting / Finance,we are Ikya Human Capital Solutions,2,Best Company in field of Accounting / Finance,9739520343,IkyaHumanCapitalSolutions.gmail.com,IkyaHumanCapitalSolutions.com
1293,HCL Corporation Ltd,"Bengaluru/Bangalore , Chennai , Hyderabad / Secunderabad",IT-Software / Software Services,we are HCL Corporation Ltd,3,Best Company in field of IT-Software / Software Services,4195078132,HCLCorporationLtd.gmail.com,HCLCorporationLtd.com
1294,Peritus Consulting,"Bengaluru/Bangalore , Hyderabad / Secunderabad , Chennai",IT-Software / Software Services,we are Peritus Consulting,5,Best Company in field of IT-Software / Software Services,9311489794,PeritusConsulting.gmail.com,PeritusConsulting.com
1295,JinKorp International Travel Services Pvt.Ltd.,Chennai,IT-Software / Software Services,we are JinKorp International Travel Services Pvt.Ltd.,1,Best Company in field of IT-Software / Software Services,6091539998,JinKorpInternationalTravelServicesPvt.Ltd..gmail.com,JinKorpInternationalTravelServicesPvt.Ltd..com
1296,GIPS Management & Personnel Consultants,"Delhi/NCR(National Capital Region) , Hyderabad / Secunderabad , Chennai",Banking / Financial Services / Broking,we are GIPS Management & Personnel Consultants,3,Best Company in field of Banking / Financial Services / Broking,3606419797,GIPSManagement&PersonnelConsultants.gmail.com,GIPSManagement&PersonnelConsultants.com
1297,Corporate Human Resource Solutions,"Bengaluru/Bangalore , Chennai",Automobile / Auto Anciliary / Auto Components,we are Corporate Human Resource Solutions,4,Best Company in field of Automobile / Auto Anciliary / Auto Components,7426926800,CorporateHumanResourceSolutions.gmail.com,CorporateHumanResourceSolutions.com
1298,Prasha Consultancy Services Pvt Ltd,Chennai,BPO / Call Centre / ITES,we are Prasha Consultancy Services Pvt Ltd,3,Best Company in field of BPO / Call Centre / ITES,9478217868,PrashaConsultancyServicesPvtLtd.gmail.com,PrashaConsultancyServicesPvtLtd.com
1299,Merrill Technology Services india Pvt Ltd,Chennai,IT-Software / Software Services,we are Merrill Technology Services india Pvt Ltd,4,Best Company in field of IT-Software / Software Services,1159394888,MerrillTechnologyServicesindiaPvtLtd.gmail.com,MerrillTechnologyServicesindiaPvtLtd.com
1300,Lorventech Solutions India Pvt Ltd,Chennai,Recruitment / Staffing,we are Lorventech Solutions India Pvt Ltd,4,Best Company in field of Recruitment / Staffing,4308188315,LorventechSolutionsIndiaPvtLtd.gmail.com,LorventechSolutionsIndiaPvtLtd.com
1301,Cameo Corporate Services Limited,Chennai,IT-Software / Software Services,we are Cameo Corporate Services Limited,1,Best Company in field of IT-Software / Software Services,2478790304,CameoCorporateServicesLimited.gmail.com,CameoCorporateServicesLimited.com
1302,Best Choice Consultant,"Chennai , Vellore , Coimbatore",Textiles / Garments / Accessories,we are Best Choice Consultant,4,Best Company in field of Textiles / Garments / Accessories,4661498486,BestChoiceConsultant.gmail.com,BestChoiceConsultant.com
1303,CES INDIA,"Bengaluru/Bangalore , Chennai , Mumbai",Construction / Engineering / Cement / Metals,we are CES INDIA,1,Best Company in field of Construction / Engineering / Cement / Metals,7311438529,CESINDIA.gmail.com,CESINDIA.com
1304,CPF India Pvt. Ltd.,"Bengaluru/Bangalore , Chennai , Mumbai , Vellore , Hyderabad / Secunderabad , Ernakulam / Kochi/ Cochin",FMCG / Foods / Beverage,we are CPF India Pvt. Ltd.,2,Best Company in field of FMCG / Foods / Beverage,8382990012,CPFIndiaPvt.Ltd..gmail.com,CPFIndiaPvt.Ltd..com
1305,Barry-Wehmiller,Chennai,IT-Software / Software Services,we are Barry-Wehmiller,5,Best Company in field of IT-Software / Software Services,5420868131,Barry-Wehmiller.gmail.com,Barry-Wehmiller.com
1306,Hexaware Technologies Ltd (Hexaware- BPS),"Chennai , Mumbai",BPO / Call Centre / ITES,we are Hexaware Technologies Ltd (Hexaware- BPS),2,Best Company in field of BPO / Call Centre / ITES,6803535581,HexawareTechnologiesLtd(Hexaware-BPS).gmail.com,HexawareTechnologiesLtd(Hexaware-BPS).com
1307,Savvysoft Technologies Pvt. Ltd.,Chennai,IT-Hardware & Networking,we are Savvysoft Technologies Pvt. Ltd.,1,Best Company in field of IT-Hardware & Networking,9044765120,SavvysoftTechnologiesPvt.Ltd..gmail.com,SavvysoftTechnologiesPvt.Ltd..com
1308,Sedin Technologies Private Limited,Chennai,IT-Software / Software Services,we are Sedin Technologies Private Limited,3,Best Company in field of IT-Software / Software Services,6147209997,SedinTechnologiesPrivateLimited.gmail.com,SedinTechnologiesPrivateLimited.com
1309,Fusion Global Technologies and Solutions Pvt Ltd,Chennai,IT-Software / Software Services,we are Fusion Global Technologies and Solutions Pvt Ltd,1,Best Company in field of IT-Software / Software Services,8838276559,FusionGlobalTechnologiesandSolutionsPvtLtd.gmail.com,FusionGlobalTechnologiesandSolutionsPvtLtd.com
1310,Sulekha.com New Media Private Limited,Chennai,Media / Entertainment / Internet,we are Sulekha.com New Media Private Limited,5,Best Company in field of Media / Entertainment / Internet,6222724428,Sulekha.comNewMediaPrivateLimited.gmail.com,Sulekha.comNewMediaPrivateLimited.com
1311,Wipro BPS (A division of Wipro Limited),Chennai,BPO / Call Centre / ITES,we are Wipro BPS (A division of Wipro Limited),5,Best Company in field of BPO / Call Centre / ITES,9111475919,WiproBPS(AdivisionofWiproLimited).gmail.com,WiproBPS(AdivisionofWiproLimited).com
1312,Tech Plaastic Industrie Private Limited,Chennai,Automobile / Auto Anciliary / Auto Components,we are Tech Plaastic Industrie Private Limited,5,Best Company in field of Automobile / Auto Anciliary / Auto Components,6415115438,TechPlaasticIndustriePrivateLimited.gmail.com,TechPlaasticIndustriePrivateLimited.com
1313,Pathfinder Management Consulting (India) Ltd.,"Chennai , Gurgaon , Mumbai",IT-Software / Software Services,we are Pathfinder Management Consulting (India) Ltd.,1,Best Company in field of IT-Software / Software Services,3450938787,PathfinderManagementConsulting(India)Ltd..gmail.com,PathfinderManagementConsulting(India)Ltd..com
1314,Niojak Technologies Pvt. Ltd.,Chennai,Banking / Financial Services / Broking,we are Niojak Technologies Pvt. Ltd.,2,Best Company in field of Banking / Financial Services / Broking,4219885552,NiojakTechnologiesPvt.Ltd..gmail.com,NiojakTechnologiesPvt.Ltd..com
1315,Apollo Fiege Integrated Logistics Pvt. Ltd.,"Chennai , Bengaluru/Bangalore , Mumbai , Delhi , Delhi/NCR(National Capital Region) , Gurgaon",Courier / Transportation / Freight / Warehousing,we are Apollo Fiege Integrated Logistics Pvt. Ltd.,4,Best Company in field of Courier / Transportation / Freight / Warehousing,3517236537,ApolloFiegeIntegratedLogisticsPvt.Ltd..gmail.com,ApolloFiegeIntegratedLogisticsPvt.Ltd..com
1316,Sutherland Global Services Inc,Chennai,BPO / Call Centre / ITES,we are Sutherland Global Services Inc,2,Best Company in field of BPO / Call Centre / ITES,2772594745,SutherlandGlobalServicesInc.gmail.com,SutherlandGlobalServicesInc.com
1317,NCR Eduservices Pvt. Ltd.,"Bengaluru/Bangalore , Chennai , Hyderabad / Secunderabad",Education / Teaching / Training,we are NCR Eduservices Pvt. Ltd.,2,Best Company in field of Education / Teaching / Training,9772449646,NCREduservicesPvt.Ltd..gmail.com,NCREduservicesPvt.Ltd..com
1318,FiniteHR Consulting Pvt Ltd,Chennai,IT-Software / Software Services,we are FiniteHR Consulting Pvt Ltd,4,Best Company in field of IT-Software / Software Services,2179892089,FiniteHRConsultingPvtLtd.gmail.com,FiniteHRConsultingPvtLtd.com
1319,Orcapod Consulting Services,"Mumbai , Pune , Bengaluru/Bangalore , Chennai , Ahmedabad , Bhubaneshwar , Ganganagar , Hyderabad / Secunderabad , Indore",Recruitment / Staffing,we are Orcapod Consulting Services,4,Best Company in field of Recruitment / Staffing,9844239382,OrcapodConsultingServices.gmail.com,OrcapodConsultingServices.com
1320,BLUECHIP JOBS PRIVATE LIMITED,"Chennai , Pune , Bengaluru/Bangalore , Kolkata , Mangalore , Guwahati , Hyderabad / Secunderabad , Delhi , Dibrugarh",Insurance,we are BLUECHIP JOBS PRIVATE LIMITED,2,Best Company in field of Insurance,1638134371,BLUECHIPJOBSPRIVATELIMITED.gmail.com,BLUECHIPJOBSPRIVATELIMITED.com
1321,KayZen Group,Chennai,IT-Software / Software Services,we are KayZen Group,2,Best Company in field of IT-Software / Software Services,4555140245,KayZenGroup.gmail.com,KayZenGroup.com
1322,Indian Healthcare BPO,"Chennai , Bengaluru/Bangalore , Hyderabad / Secunderabad",BPO / Call Centre / ITES,we are Indian Healthcare BPO,5,Best Company in field of BPO / Call Centre / ITES,5477811665,IndianHealthcareBPO.gmail.com,IndianHealthcareBPO.com
1323,P Cube Consulting Pvt. Ltd,"Bengaluru/Bangalore , Mumbai , Chennai , Pune , Hyderabad / Secunderabad , Delhi , Delhi/NCR(National Capital Region)",Education / Teaching / Training,we are P Cube Consulting Pvt. Ltd,3,Best Company in field of Education / Teaching / Training,2864762692,PCubeConsultingPvt.Ltd.gmail.com,PCubeConsultingPvt.Ltd.com
1324,N.G Technologies Pvt Ltd.,"Chennai , Pune",IT-Software / Software Services,we are N.G Technologies Pvt Ltd.,5,Best Company in field of IT-Software / Software Services,9064989658,N.GTechnologiesPvtLtd..gmail.com,N.GTechnologiesPvtLtd..com
1325,Scannhum Hr Solutions,Chennai,Pharma / Biotech / Clinical Research,we are Scannhum Hr Solutions,5,Best Company in field of Pharma / Biotech / Clinical Research,6801585488,ScannhumHrSolutions.gmail.com,ScannhumHrSolutions.com
1326,TeamLease Services Pvt Ltd,Chennai,Banking / Financial Services / Broking,we are TeamLease Services Pvt Ltd,4,Best Company in field of Banking / Financial Services / Broking,2141682918,TeamLeaseServicesPvtLtd.gmail.com,TeamLeaseServicesPvtLtd.com
1327,CADS Software India (P) Ltd,Chennai,IT-Hardware & Networking,we are CADS Software India (P) Ltd,3,Best Company in field of IT-Hardware & Networking,9552874519,CADSSoftwareIndia(P)Ltd.gmail.com,CADSSoftwareIndia(P)Ltd.com
1328,Lazzaro HR Solutions Pvt. Ltd.,Chennai,IT-Software / Software Services,we are Lazzaro HR Solutions Pvt. Ltd.,1,Best Company in field of IT-Software / Software Services,3152772459,LazzaroHRSolutionsPvt.Ltd..gmail.com,LazzaroHRSolutionsPvt.Ltd..com
1329,Quest Career Solutions Pvt. Ltd.,"Bengaluru/Bangalore , Mumbai , Chennai , Hyderabad / Secunderabad , Jaipur , Ludhiana , Punjab",Banking / Financial Services / Broking,we are Quest Career Solutions Pvt. Ltd.,2,Best Company in field of Banking / Financial Services / Broking,7972589172,QuestCareerSolutionsPvt.Ltd..gmail.com,QuestCareerSolutionsPvt.Ltd..com
1330,Intech Group of Companies,Chennai,Construction / Engineering / Cement / Metals,we are Intech Group of Companies,5,Best Company in field of Construction / Engineering / Cement / Metals,7460738904,IntechGroupofCompanies.gmail.com,IntechGroupofCompanies.com
1331,STC Technologies,"Chennai , Bengaluru/Bangalore , Pune , Hyderabad / Secunderabad , Kolkata , Coimbatore",IT-Software / Software Services,we are STC Technologies,3,Best Company in field of IT-Software / Software Services,1442340139,STCTechnologies.gmail.com,STCTechnologies.com
1332,HIQ Power Associates Pvt Ltd,Chennai,Oil and Gas / Energy / Power / Infrastructure,we are HIQ Power Associates Pvt Ltd,5,Best Company in field of Oil and Gas / Energy / Power / Infrastructure,9189058980,HIQPowerAssociatesPvtLtd.gmail.com,HIQPowerAssociatesPvtLtd.com
1333,LanceSoft India Pvt. Ltd.,"Bengaluru/Bangalore , Chennai , Hyderabad / Secunderabad , Delhi",IT-Software / Software Services,we are LanceSoft India Pvt. Ltd.,5,Best Company in field of IT-Software / Software Services,5564284391,LanceSoftIndiaPvt.Ltd..gmail.com,LanceSoftIndiaPvt.Ltd..com
1334,Personnel Search Services Pvt Ltd,Chennai,Industrial Products / Heavy Machinery,we are Personnel Search Services Pvt Ltd,3,Best Company in field of Industrial Products / Heavy Machinery,7069757322,PersonnelSearchServicesPvtLtd.gmail.com,PersonnelSearchServicesPvtLtd.com
1335,HPL India Ltd.,"Bengaluru/Bangalore , Chennai",Electricals / Switchgears,we are HPL India Ltd.,4,Best Company in field of Electricals / Switchgears,7940470602,HPLIndiaLtd..gmail.com,HPLIndiaLtd..com
1336,Shriram Value Services Private Limited (SVS),Chennai,IT-Software / Software Services,we are Shriram Value Services Private Limited (SVS),5,Best Company in field of IT-Software / Software Services,2908317904,ShriramValueServicesPrivateLimited(SVS).gmail.com,ShriramValueServicesPrivateLimited(SVS).com
1337,Global Professional Services,Chennai,IT-Software / Software Services,we are Global Professional Services,1,Best Company in field of IT-Software / Software Services,6261193379,GlobalProfessionalServices.gmail.com,GlobalProfessionalServices.com
1338,Techdew Groups,Chennai,IT-Software / Software Services,we are Techdew Groups,1,Best Company in field of IT-Software / Software Services,4771824824,TechdewGroups.gmail.com,TechdewGroups.com
1339,Renault Nissan Technology Business Centre India Pvt Ltd,Chennai,Automobile / Auto Anciliary / Auto Components,we are Renault Nissan Technology Business Centre India Pvt Ltd,4,Best Company in field of Automobile / Auto Anciliary / Auto Components,5496918476,RenaultNissanTechnologyBusinessCentreIndiaPvtLtd.gmail.com,RenaultNissanTechnologyBusinessCentreIndiaPvtLtd.com
1340,NAC JEWELLERS PRIVATE LIMITED,Chennai,Gems / Jewellery,we are NAC JEWELLERS PRIVATE LIMITED,4,Best Company in field of Gems / Jewellery,4173809552,NACJEWELLERSPRIVATELIMITED.gmail.com,NACJEWELLERSPRIVATELIMITED.com
1341,HBL Global Pvt. Ltd,Chennai,Banking / Financial Services / Broking,we are HBL Global Pvt. Ltd,2,Best Company in field of Banking / Financial Services / Broking,8457015965,HBLGlobalPvt.Ltd.gmail.com,HBLGlobalPvt.Ltd.com
1342,Socialhire manpower services,"Bengaluru/Bangalore , Hyderabad / Secunderabad , Chennai",Automobile / Auto Anciliary / Auto Components,we are Socialhire manpower services,2,Best Company in field of Automobile / Auto Anciliary / Auto Components,8272513260,Socialhiremanpowerservices.gmail.com,Socialhiremanpowerservices.com
1343,Step Up Placements,"Chandrapur , Chennai , Coimbatore , Cuddapah , Cuttack , Dadra & Nagar Haveli / Silvassa , Dehradun , Davangere , Delhi",FMCG / Foods / Beverage,we are Step Up Placements,4,Best Company in field of FMCG / Foods / Beverage,6468488982,StepUpPlacements.gmail.com,StepUpPlacements.com
1344,Anubavam Technologies Pvt.Ltd,Chennai,IT-Software / Software Services,we are Anubavam Technologies Pvt.Ltd,4,Best Company in field of IT-Software / Software Services,7902058525,AnubavamTechnologiesPvt.Ltd.gmail.com,AnubavamTechnologiesPvt.Ltd.com
1345,CPM INDIA Sales Marketing Pvt Ltd.,"Delhi/NCR(National Capital Region) , Mumbai , Bengaluru/Bangalore , Delhi , Chennai , Hyderabad / Secunderabad",Telecom/ISP /,we are CPM INDIA Sales Marketing Pvt Ltd.,5,Best Company in field of Telecom/ISP /,7271702461,CPMINDIASalesMarketingPvtLtd..gmail.com,CPMINDIASalesMarketingPvtLtd..com
1346,Raqmiyat,Chennai,IT-Software / Software Services,we are Raqmiyat,1,Best Company in field of IT-Software / Software Services,7550471038,Raqmiyat.gmail.com,Raqmiyat.com
