exp_id,company,year1,year2,role
548,Appmajix Technologies Pvt.Ltd,8,10,claims supervisor
549,Skypaage Private Limited,10,13,field service technician
550,India Mortgage Guarantee Corporation Pvt. Ltd,1,4,digital marketing manager
551,AccuraCast,6,10,consultor de vendas
552,GEMINI TECHNICAL ADVISORS PVT. LTD.,3,6,estoquista
553,ESQ Management Solutions India Pvt Ltd.,1,6,sales support specialist
554,Trimax IT Infrastructure & Services Ltd,6,10,vertriebsleiter
555,Kingston Info Solution.,4,6,eigenaar
556,Sindhu Cargo Services Ltd,4,9,dentist
557,CA Technologies,3,5,software engineer internship
558,United Tour Club,2,5,asistente contable
559,OnGraph Technologies Private Limited,4,6,independent sales representative
560,Charnock Equipments Private Limited,5,8,information technology intern
561,S.P.E.E.D. Consulting Private Limited,10,12,admissions advisor
562,YallaSpree -Startup,2,5,vocalist
563,Orion Security Solutions Pvt. Ltd.,1,4,general accountant
564,"Risk Management Solutions, Inc.",2,7,therapist
565,Sepal Technologies Pvt. Ltd.,2,6,technical sales manager
566,PriceFYI.com,1,3,desk assistant
567,WWW BMINDS TECHNOLOGIES PVT. LTD.,3,5,lead engineer
568,Signature Staff India Pvt. Ltd.,1,2,senior system administrator
569,Ceredox Technologies,6,10,chief strategy officer
570,TetraStorm Technologies Pvt. Ltd,4,9,massage therapist
571,Rohan Corporation,3,8,marketing head
572,Suguna Foods Limited,14,24,private investigator
573,Yurii,2,7,legal officer
574,Web Ray Solution Private Limited,0,3,commercial officer
575,Holiday Inn Mumbai International Airport,10,20,jewelry designer
576,DCC- Global ( India),5,8,director finance
577,OnePlus,6,8,digital marketing specialist
578,Elogic technologies,8,10,senior structural engineer
579,iXceed infosolutions,2,4,treasurer
580,Allmoh,5,10,licensed massage therapist
581,DBOI Global Services Pvt. Ltd.,5,10,fresher
582,BlueWhale Solutions,6,11,director of accounting
583,Saffronart,12,20,company owner
584,EPOCH DISTRIBUTION PVT LTD,2,7,public relations manager
585,International Justice Mission,10,15,sale manager
586,Samyutam Software Solutions Pvt Ltd,3,5,instructor
587,RMC Readymix (India) (A Division of Prism Cement Limited),1,5,assembler
588,RVMatriX Software Technologies Pvt. Ltd.,2,7,lead teller
589,Innovsource Private Limited.,2,6,retraitée
590,tourcop,3,8,accounts clerk
591,Aircon Automation India Pvt Ltd,1,4,executivo de vendas
592,NESTOR SOURCING INC,3,5,quality assurance
593,Saffron-e-services ,2,5,admin clerk
594,Caritor Solutions India Pvt. Ltd,5,8,executive assistant to the president
595,Acteon Group,4,9,regional coordinator
596,TEACHWELL INSTITUTE,2,5,penningmeester
597,Solution Beyond Software Development Pvt Ltd,5,10,hr consultant
598,L A TECHNOLOGIES,1,3,sr analyst
599,AZURE POWER,3,4,magazijnmedewerker
600,PENNYWISE SOLUTIONS PRIVATE LTD,0,5,recruiting coordinator
601,Myk Laticrete India Pvt Ltd,7,10,marine
602,Apollo Power Systems Pvt. Ltd.,6,10,equipment engineer
603,NISG ( National Institute For Smart Governent),1,3,agente
604,Boston Scientific,0,5,commissioning engineer
605,Plancess Edusolutions Pvt. Ltd,0,2,music teacher
606,ADVA Software Engineering GmbH,4,8,ejecutivo comercial
607,Kingsly Instrumentation and Communication Pvt. Ltd,4,7,internal medicine resident
608,Alp Consulting Ltd,1,5,senior property manager
609,Central Test,8,12,tesorero
610,Apttus Software Private Limited,10,12,board of trustees member
611,Santosh Overseas Limited,1,4,avocat
612,National Textile Corporation Ltd,0,5,compliance officer
613,ITEN Softech Solutions Private Limited,3,5,marketing communications
614,Suburban Diagnostics,5,7,officer manager
615,Time Analytic & Shared Services Private Limited,8,10,director of information technology
616,Syrma Technology Pvt Ltd.,1,3,service coordinator
617,EDGE Academy,3,8,sr account manager
618,webskyindia,8,12,banquet server
619,e9ine India,4,9,center manager
620,Digilant Solutions,3,5,telephone interviewer
621,SUPERIOR GROUP,3,8,information technology recruiter
622,SIEC (Spirit of International Education and Careers),2,5,militar
623,Hitouch Technologies Pvt Ltd,2,5,inside sales account manager
624,eNFLUENCE IT Services Pvt. Ltd.,4,6,adjunct professor
625,E-CON SYSTEMS,1,6,bid manager
626,Sportz Interactive,3,8,mortgage specialist
627,Atlanta Consultants,13,16,producer
628,Invaria Tech India Private Limited,7,12,bar manager
629,Brother International (India) Private Limited,4,9,education director
630,Snuvik Technologies - Startup,4,7,senior human resources manager
631,StrongMoments Technologies Pvt Ltd,2,7,trade marketing manager
632,A.V. Immigration & Career Consultancy Pvt. Ltd,2,7,accounts payable specialist
633,Startup-Grey Ticket,9,11,sales coordinator
634,Smartech Interactive Private Limited,7,10,proprietária
635,"Continues Intelligence Lab Pvt.Ltd,",1,3,medical sales representative
636,CHIVARO Technologies Pvt. Ltd,2,7,vice president of engineering
637,DESICCANT ROTORS INTERNATIONAL,5,9,student nurse
638,spm india ltd.,3,8,attendant
639,Keiretsu Consultancy Services (P) Ltd,0,3,senior tax consultant
640,LiveSalesman,1,6,student teacher
641,Flyin.com,13,20,gerente general
642,Alpine Management Resources,3,7,operations officer
643,Shearling Skins Pvt. Ltd,0,5,business manager
644,Dreamsol TeleSolutions Pvt. Ltd.,4,9,directora
645,Cochlear Limited,4,8,vice president of sales and marketing
646,EMC Data Storage Systems (India) Private Limited.,5,7,instrument engineer
647,shodhaka life sciences private limited,1,5,claims adjuster
648,Indian Institute of Patent and Trademark,4,5,system analyst
649,IDBI Federal Life Insurance Co. Ltd.,2,5,industrial engineer
650,eprentise,3,4,selección
651,Master's Software Group,5,8,employé
652,Tachyon IT Solutions Pvt. Ltd.,5,8,asistente
653,Blue Rose Technologies Pvt. Ltd,2,7,staff engineer
654,Royal Datamatics Pvt. Ltd.,10,15,senior management consultant
655,Balajee Infratech And Constructions Pvt. Ltd.,8,10,assistant director of admissions
656,NGA HR India Pvt Ltd,2,7,técnico em informática
657,infosage systems (india) Pvt Ltd,6,11,land surveyor
658,SISKIN HEALTH & HOSPITALITY,6,9,project accountant
659,"Annalect, Omnicom Media Group",1,3,greater chicago area | professional profile
660,Cybiz Call Limited,5,10,elementary school teacher
661,Lalithaa Jewellery Mart Pvt. Ltd.,3,5,mis manager
662,LivSpace,1,6,radio presenter
663,Harman Connected Services Corporation India Pvt. Ltd.,5,8,judicial intern
664,ValueFirst Digital Media Pvt. Ltd,4,9,electrical technician
665,Axisvation Technologies Pvt Ltd.,2,7,senior legal counsel
666,Foodcow Technology Services,2,4,human resources recruitment
667,Sahara India Pariwar,4,6,logistics
668,RINALYTICS ADVISORS PVT. LTD.,2,5,practice administrator
669,Tailwebs Technology Private Limited,3,6,it analyst
670,Apurupa Infrastructures Pvt Ltd,5,7,internist
671,Recruise,3,6,prácticas
672,HFI Wealth Creators Pvt Ltd,2,6,infantry
673,GAViSTA TECH,1,5,graphic designer
674,Client OF Career Shapers HR Consulting Pvt. Ltd,2,4,illustrator
675,Richcore Lifesciences Pvt. Ltd.,5,8,director of client services
676,Falck India Pvt Ltd,2,7,co owner
677,Stryker Corporation,1,3,crew leader
678,deepakvoice.com,1,6,senior supervisor
679,STUP Consultants Pvt. Ltd.,7,12,press operator
680,TECSOL Software Pvt Ltd,5,8,softwareentwickler
681,EXCELSOFT Technologies Pvt. Ltd.,2,5,selbständig
682,Dot Creatives Digital Marketing Pvt Ltd,3,5,staffing consultant
683,Shanti Consultants,5,10,counsellor
684,Redcastle,0,5,project specialist
685,genius consultant,0,0,admin manager
686,Muster Mind Solution,3,5,reception
687,PRO-HUNT Professional Services,13,19,sales analyst
688,HoneyEaters,2,7,dietitian
689,CaratLane Trading Pvt Ltd,0,2,impiegato tecnico
690,"Versa Networks, Inc",0,2,balconista
691,Sepia Advertising Pvt. Ltd,0,3,prosjektleder
692,Stefanini IT Solutions,3,6,technical supervisor
693,Triton Group,1,2,chemistry teacher
694,AURA BUSINESS SOLUTIONS,10,20,washington dc
695,Hexaware BPS,3,6,physical therapist assistant
696,Asia (Chennai) Company Engineering Pvt Ltd,3,8,first sergeant
697,Rus Education India Pvt. Ltd.,2,7,cso
698,Medhaj Techno Concepts Pvt Ltd,3,5,director financiero
699,Indian Institute of Technology Bombay,2,6,associate attorney
700,Media Search Group,15,25,franchisee
701,Prospance Infotech Private Limited,8,13,exercise physiologist
702,SAKET ENGINEERS PVT. LTD,0,2,inhouse
703,CSG Solutions India Pvt Ltd,8,12,industrial designer
704,Zuver - Your Driver on demand,2,7,junior auditor
705,Decora Systems,4,9,program director
706,Whiskers Infracare Pvt Ltd,2,5,responsable commerciale
707,Artefact Projects Ltd.,2,7,inventory control specialist
708,Moody's Investors Service,0,3,vp of marketing
709,Ecentric Solutions Pvt. Ltd.,5,10,gymnastics coach
710,DPS Infotech,3,5,quality manager
711,NMDC Limited,2,7,medical faculty/staff
712,AXISCADES Engineering Technologies Limited |,2,7,distributor
713,Netens Technologies,6,8,applications engineer
714,Pentagram Consulting Private Limited,2,7,communications coordinator
715,Consult in India,2,5,admin executive
716,Scroll.in,1,2,licensed real estate salesperson
717,Godrej and Boyce Mfg. Co. Ltd,6,8,marketing & sales
718,PropMatrix Technologies Pvt. Ltd.,4,5,purchasing supervisor
719,NationWide Primary Healthcare Services Pvt. Ltd.,4,9,gerente de ventas
720,WB Management Consulting Pvt. Ltd,0,5,cooperation
721,CREO,6,11,administrador de sistemas
722,Acktron Security System P Ltd,3,8,communication officer
723,ManageMySpa,5,10,brand ambassador
724,Step In Career,1,3,founder ceo
725,Talific Consulting Services Pvt. Ltd.,0,3,radiologic technologist
726,SoftPath Biztek Solutions India Pvt.Ltd,0,2,logistica
727,"The Grand, New Delhi",2,7,family practitioner
728,sumHR,2,7,program specialist
729,PAL FASHIONS PVT. LTD.,2,5,construction engineer
730,Avenues Payments India Pvt. Ltd.,2,7,architectural assistant
731,Reasoning Global eApplications Pvt. Ltd,5,10,mobile developer
732,Eons India,5,7,talent acquisition specialist
733,NXP Semiconductors India Pvt Ltd,4,9,undergraduate student
734,First Recruits,4,9,project designer
735,Nowfloats Technologies Pvt Ltd,2,4,cashier customer service
736,Megaware Inc,0,2,payroll officer
737,Startup - Hammerhead,1,4,programme coordinator
738,Country Inn Hotels & Resorts,4,6,territory sales representative
739,RINALYTICS ADVISORS PVT. LTD,2,5,makeup artist
740,NovelVista Learning Solutions,3,7,senior software developer
741,ANRI Solutions,3,5,costume designer
742,High Achievers Consulting,0,1,diretora
743,Mejor,0,1,positions
744,Rinira Technologies Pvt. Ltd.,5,10,dir
745,Globus Infocom Limited,0,2,coordenadora
746,NMIMS (CFBE),3,7,billing
747,Datamar Business Intelligence Pvt Ltd,3,6,secrétaire médicale
748,Futuristic Giga Tech Pvt Ltd(Finnastra),2,5,marketing assistant
749,AADS Education,2,3,registrar
750,AllianceData,2,7,visual artist
751,Drishtee,1,3,mommy
752,Amazon Development Centre (India) Pvt. Ltd.,2,7,corretor de imóveis
753,IIT Point,3,5,sales associate cashier
754,Interskale Digital Marketing and Consulting Pvt. Ltd.,3,5,fysiotherapeut
755,"Processware Systems,",2,7,enterprise architect
756,"OYO Rooms, Oravel Stays Private Limited",1,2,business intelligence consultant
757,ACHARIYA TECHNO SOLUTIONS INDIA PVT LTD,2,7,client associate
758,MPS Limited,10,12,gestionnaire
759,ARYATECH ENGINEERING & CONSULTANCY,10,15,commercial sales manager
760,Vega Cargo & Logistics Pvt Ltd,5,9,asesor de ventas
761,Analyst Law Associate,18,22,business administrator
762,RightMatch HR Services Pvt. Ltd.,3,5,supervisora
763,CipherCloud,9,14,senior product specialist
764,Mohammed Constructions,2,4,emergency
765,K2B Solutions,2,7,senior consultant
766,The Sachdev Group,3,6,oracle developer
767,Lore Software Solutions Pvt. Ltd.,2,6,desktop support engineer
768,ACH Management Consultants Pvt Ltd,5,8,director of product management
769,"Instig Global Services Pvt Ltd,",1,2,research assistant
770,Diginoc,3,7,propietario
771,PAREXEL International (India) Pvt. Ltd.,2,5,financial officer
772,Techsa Services Private Limited,4,7,small business owner
773,Swiggy.Com,1,2,assistant
774,ReadMind info Services,2,7,shift supervisor
775,Oppo Mobile India Pvt Ltd.,2,5,director of sales
776,SPHEREHEAD CONSULTING (P) LIMITED,5,10,spa manager
777,Alliance Placement,1,3,independent consultant
778,Seventh Edge,2,7,customer service representative
779,Grabit HR,3,8,event specialist
780,Client Of TalentRecruit.,3,5,mover
781,Sam Tech Datasys Pvt. Ltd.,7,9,dishwasher
782,Shining Star Consultants,2,7,client services
783,Bangalore Software Services Pvt Ltd.,1,3,digital marketing
784,Meltdata Business Solutions,1,3,solicitor
785,GoOutsource,6,10,sr account executive
786,Ample Technologies Pvt Ltd.,2,6,functional consultant
787,Nippon Seiyaku pvt ltd,4,8,teacher
788,Metaflex Door India Pvt. Ltd,5,7,fiscal
789,Drishtee Development And Communication Ltd,10,20,security supervisor
790,N-Axis,4,5,konsult
791,EOK Technologies Infosystems Pvt. Ltd.,0,4,assistant branch manager
792,Ver se Innovation Pvt Ltd,2,7,solutions manager
793,ORBIT GROUP OF COMPANIES,8,11,engg
794,Enterprise Hiring Solutions-EHS,2,5,founder/ceo
795,Study Vault Education Pvt. Ltd,2,6,director of business development
796,NR GROUP,5,10,busser
797,Aakash Educational Services Pvt Ltd,4,8,assistant front office manager
798,Exhibit Technologies Pvt. Ltd.,9,12,teacher aide
799,The XL Catlin group,3,5,continuous improvement manager
800,CareerMate,4,6,project consultant
801,eGov Tech Labs,13,23,leasing specialist
802,RNB Research,2,4,finance consultant
803,FreeKaaMaal,3,8,sr financial analyst
804,Clay Telecom Pvt Ltd.,2,3,vertrieb
805,Processware Systems,3,8,sale associate
806,Lucid Infotech Pvt. Ltd.,7,12,assistant auditor
807,Startup - Sezzle,3,8,regional manager
808,Fitternity,10,12,visiting scientist
809,Ons Learning and Placements,5,7,student researcher
810,Suncore Microsystem,0,2,manufacturing
811,Future Domain Services Private Limited,3,8,verkoopmedewerkster
812,Netmagic Solutions Pvt. Ltd.,15,20,contador publico
813,Ocean Technosys,0,5,factory worker
814,UL LLC,3,8,assistant operations manager
815,2COMS Consulting Pvt Ltd,6,11,verpleegkundige
816,GRAND PROPERTIES,1,6,consulting
817,Truely marry,0,2,master
818,Client of AVTAR,0,2,sócio proprietário
819,Lishbos Technologies Pvt. Ltd.,5,10,asset manager
820,aasaanjobs private limited,4,7,assistente social
821,SMART SPOC Consulting Pvt Ltd,5,8,auditor interno
822,Abyss Horizon Consulting P L,2,7,material handler
823,PlaySimple - Startup,12,15,profesor de inglés
824,The Mind Research Foundation,5,10,ayudante de cocina
825,Peritus Consulting,5,10,staff rn
826,Riding House Infotech Pvt. Ltd,1,2,bank
827,Growel Softech Pvt. Ltd.,7,12,analista de sistema
828,Startup - Finozen,7,10,executive account manager
829,VMD Technologies,3,6,child care
830,B.L. International,3,6,business development specialist
831,Medology Technologies Pvt. Ltd.,5,10,events coordinator
832,MasterCard,0,1,stewardess
833,Nasdaq Corporate Solutions (India) Pvt Ltd.,8,10,empleado en prácticas
834,Matt3r,2,5,vice president information technology
835,Success Mantra,0,2,bartender/ server
836,MaYo Technologies,6,8,player
837,Amar Polymers,1,3,cameriera
838,SchoolCity Learning India Pvt Ltd,1,3,podiatrist
839,Quadrant 4 Software Solutions Private Limited,10,15,vp business development
840,eMaven Solutions Pvt. Ltd.,4,8,software quality assurance engineer
841,Talent Growth International,7,10,administrator assistant
842,Evoke Technologies Pvt. Ltd.,1,4,program supervisor
843,Nestor Sourcing Inc Inc,5,8,directeur general
844,Selectsys India Pvt Ltd,4,9,accounting department
845,Sapphire Management Consultancy,2,4,stage ouvrier
846,Futomic Design Services Pvt. Ltd.,5,10,healthcare assistant
847,Riva FZC,7,12,real estate sales
848,Local Job Search,1,3,architectural intern
849,Valsatech Corp,0,2,senior staff engineer
850,Net(z)land Wireless India Pvt. Limited,10,15,head of it
851,Sapient Corporation Pvt Ltd,6,9,production designer
852,Dalmia Bharat Limited,4,8,secretary general
853,AMETEK Inc,10,15,account analyst
854,iMz Media Solutions,0,5,junior buyer
855,Prism Consultant,1,3,operator
856,Adecco India,1,6,charge nurse
857,Black Veatch Consulting,1,6,california
858,Swaniti,2,5,loan consultant
859,Zion Computers Pvt Ltd.,2,6,entertainer
860,Wells Fargo India Solutions Pvt. Ltd.,14,24,chair
861,Foetron Inc,10,15,speech pathologist
862,Chase xero,3,5,owner/founder
863,SK VEDAINFOUniversal Technologies Pvt. ltd,2,7,chauffeur
864,IDrive Software (India) Private Limited,0,5,corps member
865,Ojas Agropack Pvt. ltd,1,3,asistente administrativa
866,Dhii Health Tech Pvt Ltd,1,5,front office receptionist
867,Paperstalk,2,7,crane operator
868,DHRUTHI INFRA PROJECTS LTD,10,15,service advisor
869,JournEaze,7,12,autonoma
870,Next Sphere Technologies (India) Pvt. Ltd,2,6,legal trainee
871,Scion Social,2,7,army
872,Eminent Infosystems Pvt. Ltd.,2,7,product analyst
873,Wissen Infotech Pvt Ltd,1,5,information technology manager
874,Pinga SOlutions,1,6,technical director
875,MTech India Pvt. Limited,1,6,temp
876,typeset,4,9,logistics coordinator
877,KRD EXPORTS PRIVATE LIMITED (Romanisland.com),6,8,programme officer
878,Sun Life India Service Centre Pvt. Ltd.,6,11,human resources assistant
879,SHV Energy Private Limited,2,6,human resources analyst
880,Pranav Construction Systems Pvt. Ltd.,1,3,desempregado
881,GLOCONS CONSULTING PVT LTD,8,13,junior programmer
882,Autometers Alliance Ltd,6,11,social studies teacher
883,Mabbit Communication Private Limited,5,8,supervisor de ventas
884,Yayavar Tours Pvt Ltd,8,12,owner and operator
885,Masymbol,10,15,event staff
886,BARTRONICS GLOBAL SOLUTIONS LIMITED,3,6,orthodontist
887,Excel HR Solutions Private Limited,3,5,overnight stocker
888,Comprehensive Prosthetics & Orthotics (CPO),1,3,audit senior
889,Gautam Polymers,6,11,pediatrician
890,SNT Infotech Private Limited,3,5,independent distributor
891,ImpactQA,1,3,housekeeping supervisor
892,Arun Kapital Networks,2,5,junior graphic designer
893,Trend Micro India Pvt. Ltd.,0,5,superintendent
894,Indo European Educational Sevices Pvt. Ltd,4,9,front desk manager
895,PEOPLEEDGE BUSINESS SOLUTIONS PRIVATE LIMITED,3,8,educador
896,Net4city,0,2,sr consultant
897,VARDAAN INFOSOFT PVT LTD,2,5,front desk associate
898,Tenovia Solutions Pvt Ltd,1,2,judicial law clerk
899,Decon Management Services Pvt Ltd,2,3,system architect
900,SC Cosnultancy,2,3,store keeper
901,Cancer Treatment Services Hyderabad Pvt. Ltd.,4,8,gerente de rh
902,Zframez Technologies,3,5,solutions consultant
903,Fleaffair,1,3,lighting designer
904,Freelancer - Amit Kumar,2,7,executive sales
905,bytrexsolutions,12,20,billing clerk
906,LiveOnGo,12,16,reservations agent
907,Hiring Street,1,2,contract specialist
908,Sarvyaampanna System Solution Pvt Ltd,10,15,credit officer
909,Tagit Pte Ltd,0,1,emergency medical technician
910,HUMAN SCIENCE,5,7,end developer
911,DigiCaptions India Pvt Ltd.,1,4,front desk receptionist
912,Shashwati Realty Pvt. Ltd.,0,3,nanny
913,Synergy Relationship Management Services Pvt Ltd.imited,0,5,secretária
914,PATVIN ENGINEERING PVT LTD,1,2,business development executive
915,: RAIDNet Dev India Private Limited,2,3,région de paris france | profil professionnel
916,Intepat IP Services Pvt Ltd,10,20,deputy project manager
917,Loalith Manpower Services Pvt Ltd,3,8,procurement coordinator
918,Stayconnect Cellular Services Pvt. Ltd.,3,6,passenger service agent
919,CBSE SUCCESS,0,1,administration
920,Technology Management Consulting,1,3,ux/ui designer
921,Astral Technologies,3,7,assistant engineer
922,Capgemini Technology Services India Limited,2,5,private banker
923,Karwa Marketing Pvt. Ltd.,4,8,nurse case manager
924,Pearl Meditech,2,7,founder
925,Web World Developer Technologies (P) Ltd,1,6,au pair
926,Sandeep Enterprises,5,7,technical sales engineer
927,ARM Embedded Technologies Pvt Ltd,2,5,corporate trainer
928,ACCURA RECRUITERS PRIVATE LIMITED,4,7,business advisor
929,Verimind Global Services LLP (VASEI),10,12,etl developer
930,Saarathi Healthcare Pvt. Ltd.,6,11,developer
931,Kamms management Consultants,4,7,software development intern
932,CredenTek Software & Consultancy Pvt. Ltd.,3,5,barista
933,Grid Logic Software Private Limited,10,20,mecânico
934,Confluence Consulting India Pvt Ltd,3,8,transport manager
935,Everest Edusys & Solutions Pvt. Ltd,3,8,assistant district attorney
936,Zameen Organic Pvt. Ltd,2,5,vice president of operations
937,Skoruz Technologies,2,7,planner
938,Gisbiz Technologies Pvt Ltd,0,2,faturista
939,Nagarjuna Agro Chemicals Pvt Ltd,2,5,database developer
940,Automotive Manufacturers Pvt. Ltd.,8,12,socia
941,Metascope Services,5,10,military
942,SYMBRO BUSINESS SOLUTIONS PVT LTD,1,3,dispatch
943,Vision HR Solutions,5,10,artistic director
944,vision redefine,2,5,channel account manager
945,Dalason Software Solutions Pvt. Ltd.,4,8,construction manager
946,Edinture,2,7,freelance graphic designer
947,Savari,1,3,marketing officer
948,CORALHIRE TECHNOLOGIES,4,6,interpreter
949,Bhatia Consultancy Services,6,11,stagehand
950,AUXANO CORPORATE SOLUTIONS,7,8,financial services
951,eClerx Services Ltd.,2,5,director human resources
952,ROBOSOFT TECHNOLOGIES,2,4,systems manager
953,P3 Multisolutions,2,4,senior quality engineer
954,Travelworld.com,4,8,senior designer
955,vogue fashion institute,10,14,founder and chief executive officer
956,Creaa Designs,1,3,human resources recruiter
957,Talent Corner HR Services Pvt Ltd,0,3,data entry clerk
958,Savera IT Solutions P Ltd.,2,7,storekeeper
959,C2L BIZ,3,8,electronics technician
960,"Interactive Intelligence, Inc",8,10,attachée commerciale
961,Faaso's FS Pvt Ltd,2,4,certified financial planner
962,Xentrix Studios,1,3,support specialist
963,SFC Environmental Technologies Pvt.Ltd,3,8,sound engineer
964,Techdew Groups,4,8,nurse manager
965,Round Pegs Round Holes Pvt Ltd,3,8,composer
966,Pan Gulf Technologies Pvt Ltd,0,4,administrative secretary
967,NOBROKER TECHNOLOGIES SOLUTIONS PRIVATE LIMITED (NoBroker.in ),3,4,campus ambassador
968,The Placement Guru,8,12,food service
969,MITYUNG Infotech (P) Ltd.,8,12,mri technologist
970,Infibeam Inc,5,10,fleet manager
971,Health Sanctuary,2,4,laborer
972,Kenscio Digital Marketing Pvt. Ltd.,0,0,house counsel
973,IFMR LEAD,2,7,customer service
974,Omni Hospitals,5,8,construction laborer
975,Lifecell International Private Ltd(Asia Cryo-Cell),8,12,project trainee
976,ALLIED DIGITAL SERVICES LTD.,1,5,junior product manager
977,"Chilltern International, Inc",0,5,legal advisor
978,PeopleLogic Business Solutions,5,7,teachers aide
979,Knowledge Splice Services Pvt. Ltd,2,5,maintenance supervisor
980,BakeryBite,1,5,stage
981,"Satmetrix Systems, Inc.",2,5,benefits specialist
982,PICKME eSolutions India Pvt. Ltd.,5,10,food and beverage attendant
983,MVN university,4,9,news reporter
984,TEACHERNI,6,8,ama de casa
985,Keysight Technologies,1,3,care coordinator
986,AdeptCoders Pvt. Ltd,2,7,desenhista projetista
987,IT TRAILBLAZERS CONSULTING PVT. LTD.,3,8,strength and conditioning coach
988,Dimension Data India Private Limited,4,9,analyst programmer
989,Connectpro Management Consultants Pvt Ltd.,5,10,owner operator
990,Digiqom,2,5,test manager
991,Nourishco,3,5,area supervisor
992,Value and Budget Housing Corporation Pvt Ltd,2,7,microbiologist
993,e-Solutions Inc,5,10,quality specialist
994,Aster Minds Enterprise Solutions PVT Ltd,4,8,singapore | professional profile
995,WebSkyIndia,2,7,patient care coordinator
996,Future Focus Infotech Pvt. Ltd.,5,8,dentista
997,Rheal Software Pvt Ltd.,2,4,priest
998,Fusion Lounge & Bar,4,6,critical care rn
999,Pratham Vision,1,2,administrator assist
1000,Insha Exports Pvt Ltd,2,6,warehouse clerk
1001,Capricorn Systems,8,13,retired
1002,Valuecons Services,4,7,information technology
1003,Multi Mantech International Pvt. Ltd.,0,3,service assistant
1004,"PayPal Holdings, Inc.",5,10,technical trainer
1005,Alivenow,2,5,coordenador de vendas
1006,Avenues India Pvt. Ltd.,3,7,learning and development manager
1007,Crompton Greaves Limited,1,6,independiente
1008,TopGear Consultants Pvt Ltd.,5,7,adjunct faculty
1009,Karan IT Solutions,2,5,crew chief
1010,Hindustan Industrial Research Private Limited,1,3,customer support manager
1011,AqibsoftechIndia,1,4,social media consultant
1012,Ciena India Pvt Ltd,0,4,assistant internship
1013,Globe IT Solution Pvt. Ltd.,4,8,service specialist
1014,Waveaxis,1,2,human resources advisor
1015,ACKTRON SECURITY SYSTEM P LTD,4,9,addetta
1016,Althea Systems,14,22,scheduler
1017,Phoenix Advertising,10,15,owner and founder
1018,Aten Info Solutions,3,5,advertising account executive
1019,Dreams Solution,0,5,administration assistant
1020,Weddingz.in,0,3,promotor de vendas
1021,GenY Medium,5,10,tax specialist
1022,Corporate Executive Board,4,9,referent
1023,ELCOSOFT PVT LTD,3,8,assistente de marketing
1024,Excel HR Services,7,10,undergraduate researcher
1025,Avenues India Pvt Ltd,3,8,medico veterinario
1026,ProjectsToday,4,7,dermatologist
1027,Markit India Services Private Limited,5,10,serbest
1028,Athena Advisors,4,6,junior software developer
1029,Reliance Industries Ltd,3,8,board member
1030,Women Entrepreneurship Development Organisation Pvt Ltd,3,4,assembly
1031,Startup - Entransys,17,20,operations consultant
1032,Care IT Solutions Pvt Ltd,5,10,business developer
1033,Apodis Hotels and Resorts Ltd.,2,3,warehouse employee
1034,Sepal Technologies Private Limited,2,6,formateur
1035,NITYANAND INFRASTRUCTURE LTD.,1,3,owner human resources executives
1036,ECCENTRIC ENGINE PVT. LTD.,2,6,assistante
1037,Mount Talent Consulting,10,20,sales negotiator
1038,Sankhya Infotech Limited,0,1,quality analyst
1039,Reliwell Technologies,10,13,account clerk
1040,Onicra Credit Infomation Company Ltd,0,3,werkstudent
1041,Net2Source Inc.,2,3,senior credit analyst
1042,Carnival Films Private Limited.,3,8,pr consultant
1043,Minda Industries Ltd.,0,2,finance controller
1044,Luminous Infoways Private Limited,0,5,customer relations
1045,Callconcepts,9,14,mice
1046,Narayana Hrudayalaya Health City,2,4,acheteur
1047,Temple Packaging Pvt Ltd,6,11,senior customer service representative
1048,Unnati,12,22,senior manager
1049,INC Research,3,5,senior advisor
1050,Smart Enovations (India) Pvt Ltd,2,5,funcionário público
1051,RPRH Pvt Ltd,1,2,pres
1052,Icresset Talent Solution,2,7,athletic trainer
1053,VJ Consulting Services,1,2,electronic engineer
1054,Cakewala,2,3,director of research
1055,VPS Consultants,0,5,professor emeritus
1056,Clearpack India Pvt. Ltd,2,3,senior software engineer
1057,Tregona IT Consulting Private Limited,0,1,online marketing manager
1058,Fullerene Solutions and Services Pvt Ltd,1,6,senior account director
1059,CRANBERRY COMMUNICATIONS,8,12,self-employed
1060,AVERINA INTERNATIONAL RESORTS PVT LTD (Holiday InnResort Goa),6,11,communications intern
1061,premastrologer.,5,10,digital marketing executive
1062,Best RPO,1,5,corporal
1063,Job Finder,4,9,unit manager
1064,MeltData Business Solutions,0,3,graphic design intern
1065,Career Shapers HR Consulting Pvt Ltd,3,8,vp marketing
1066,Rao IIT Academy,6,8,director business development
1067,"Mobiveil, Inc.",1,6,external consultant
1068,Arrioo Consultancy,4,9,ride operator
1069,Magnus HR,2,7,extern
1070,RIGHTMATCH HR SERVICES PVT. LTD,0,3,vendedor externo
1071,One Point Solutions,0,5,tech lead
1072,BrandAppZ,5,7,proprietário(a)
1073,VITEOS Capital Market Services Ltd,0,5,army officer
1074,Accuspeed Engineering Services India Limited,10,15,sales support
1075,Advent Global Solutions Limited,10,15,freelance writer
1076,BigTree Entertainment,5,10,cost engineer
1077,Webkeon Technologies.,1,2,youth pastor
1078,CPF India Pvt. Ltd.,1,5,gerente administrativa
1079,Sanders Youth,1,6,finance supervisor
