exp_id,company,start_year,years,role,user_id
459,Tejaswi Services Pvt Ltd,2005,2010,prof,1454
460,Auxicon,2005,2010,director human resources,421
460,Auxicon,2005,2010,director human resources,942
460,Auxicon,2005,2010,director human resources,1998
461,AaramShop Private Limited,2005,2010,sr manager,249
461,AaramShop Private Limited,2005,2010,sr manager,1148
461,AaramShop Private Limited,2005,2010,sr manager,1567
463,City Info Services Pvt. Ltd.,2004,2008,profesor de inglés,461
464,ECI Telecom India Pvt Ltd,2002,2005,secretary treasurer,666
465,Link Technologies Pvt. Ltd.,2003,2008,process manager,143
465,Link Technologies Pvt. Ltd.,2003,2008,process manager,228
465,Link Technologies Pvt. Ltd.,2003,2008,process manager,1018
465,Link Technologies Pvt. Ltd.,2003,2008,process manager,1790
466,My Connecting,2004,2006,financial professional,984
467,Avantha Business Solutions Limited,2008,2010,boilermaker,632
467,Avantha Business Solutions Limited,2008,2010,boilermaker,654
467,Avantha Business Solutions Limited,2008,2010,boilermaker,784
467,Avantha Business Solutions Limited,2008,2010,boilermaker,1178
467,Avantha Business Solutions Limited,2008,2010,boilermaker,1329
467,Avantha Business Solutions Limited,2008,2010,boilermaker,1687
467,Avantha Business Solutions Limited,2008,2010,boilermaker,1715
468,ABROAD JOB VISA COMPANY,2006,2011,responsabile amministrativo,829
469,Inter Ocean Ship Repairs llc,2004,2007,architecte,1880
470,Paperstalk,2006,2011,telecommunications specialist,207
470,Paperstalk,2006,2011,telecommunications specialist,1700
471,Chkra Social Ventures,2008,2010,chiropractic assistant,14
471,Chkra Social Ventures,2008,2010,chiropractic assistant,748
471,Chkra Social Ventures,2008,2010,chiropractic assistant,1673
473,SRP GROUP OF COMPANIES,2006,2011,transportation specialist,525
473,SRP GROUP OF COMPANIES,2006,2011,transportation specialist,738
473,SRP GROUP OF COMPANIES,2006,2011,transportation specialist,1231
474,CredenTek Software & Consultancy Pvt. Ltd.,2002,2007,jewelry designer,1217
475,Smart enovations,2002,2007,executive recruiter,991
475,Smart enovations,2002,2007,executive recruiter,1010
475,Smart enovations,2002,2007,executive recruiter,1316
475,Smart enovations,2002,2007,executive recruiter,1772
475,Smart enovations,2002,2007,executive recruiter,1804
478,Consult BI,2000,2005,manager operations,926
478,Consult BI,2000,2005,manager operations,1802
479,Rell Technology Solutions,2002,2006,probation officer,656
480,Visual Display Solutions Pvt. Ltd.,2005,2010,research,1264
480,Visual Display Solutions Pvt. Ltd.,2005,2010,research,1799
481,WebReinvent Technologies Pvt. Ltd.,2008,2012,social media strategist,77
481,WebReinvent Technologies Pvt. Ltd.,2008,2012,social media strategist,936
484,SQUIRCLE IT CONSULTING SERVICES PVT LTD,2004,2009,lead business analyst,655
486,Tulsidas Khimji Pvt. Ltd.,2003,2005,mühendis,20
487,Indihire Consultant,2003,2008,aircraft mechanic,271
487,Indihire Consultant,2003,2008,aircraft mechanic,516
488,Scroll.in,2002,2007,almacenista,1398
490,Juash Consulting Services,2003,2008,graphic design intern,1014
490,Juash Consulting Services,2003,2008,graphic design intern,1940
491,SPAR KROGNOS,2003,2008,illustrator,185
491,SPAR KROGNOS,2003,2008,illustrator,684
491,SPAR KROGNOS,2003,2008,illustrator,1057
491,SPAR KROGNOS,2003,2008,illustrator,1365
491,SPAR KROGNOS,2003,2008,illustrator,1687
492,Perfect Infotech,2006,2011,investment banking analyst,1112
494,Dmart,2000,2001,gérante,410
494,Dmart,2000,2001,gérante,908
495,Webrich software,2000,2003,ejecutiva de cuentas,711
496,Rapidflow Apps Inc.,2005,2007,analista de suporte técnico,281
497,Lera Technologies Pvt.Ltd.,2002,2003,r&d manager,439
497,Lera Technologies Pvt.Ltd.,2002,2003,r&d manager,625
498,Autometers Alliance Ltd,2005,2010,business development consultant,169
498,Autometers Alliance Ltd,2005,2010,business development consultant,651
498,Autometers Alliance Ltd,2005,2010,business development consultant,1449
499,ABLESOURCE CONSULTING,2002,2005,infirmière,47
499,ABLESOURCE CONSULTING,2002,2005,infirmière,1130
499,ABLESOURCE CONSULTING,2002,2005,infirmière,1899
500,GS1,2010,2015,software test engineer,1363
502,Intarvo Technologies Ltd,2001,2005,audio engineer,115
502,Intarvo Technologies Ltd,2001,2005,audio engineer,1752
503,Airbus Engineering Centre India Pvt Ltd,2003,2008,stage ouvrier,280
503,Airbus Engineering Centre India Pvt Ltd,2003,2008,stage ouvrier,943
503,Airbus Engineering Centre India Pvt Ltd,2003,2008,stage ouvrier,1519
503,Airbus Engineering Centre India Pvt Ltd,2003,2008,stage ouvrier,1732
504,Sepal Technologies Private Limited,2003,2006,crna,16
504,Sepal Technologies Private Limited,2003,2006,crna,1079
505,VJConsulting Services,2003,2008,kitchen designer,157
505,VJConsulting Services,2003,2008,kitchen designer,316
506,Radiant HR Services,2002,2003,certified medical assistant,480
506,Radiant HR Services,2002,2003,certified medical assistant,540
507,MediaTek Inc.,2002,2007,software quality assurance engineer,607
507,MediaTek Inc.,2002,2007,software quality assurance engineer,1075
507,MediaTek Inc.,2002,2007,software quality assurance engineer,1444
509,Rentokil India Pte Ltd,2002,2005,restaurant general manager,900
511,AeroLeads,2008,2012,quality specialist,1339
511,AeroLeads,2008,2012,quality specialist,1800
512,EXTRANET SOFTWARE SOLUTIONS PRIVATE LIMITED,2008,2013,founder and owner,1333
513,Jupiter Infomedia Ltd.,2005,2008,auditora,1290
514,Laksh Human Resource India Private Limited,2003,2008,network engineer,429
514,Laksh Human Resource India Private Limited,2003,2008,network engineer,554
515,Kaizen SRA Technologies Pvt. Ltd.,2005,2010,conseiller ventes,107
515,Kaizen SRA Technologies Pvt. Ltd.,2005,2010,conseiller ventes,412
515,Kaizen SRA Technologies Pvt. Ltd.,2005,2010,conseiller ventes,1824
515,Kaizen SRA Technologies Pvt. Ltd.,2005,2010,conseiller ventes,1949
516,TalentMate Consultants,2002,2004,customer advisor,786
516,TalentMate Consultants,2002,2004,customer advisor,1942
517,FEATHERLITE DEVELOPERS (P) LTD,2003,2008,diretora,100
517,FEATHERLITE DEVELOPERS (P) LTD,2003,2008,diretora,181
517,FEATHERLITE DEVELOPERS (P) LTD,2003,2008,diretora,331
517,FEATHERLITE DEVELOPERS (P) LTD,2003,2008,diretora,762
518,Hanu Reddy Realty India Pvt.Ltd.,2003,2007,client service associate,1912
520,Lynchpin HR Services,2006,2011,inventory analyst,1684
521,Kony India Private Limited.,2005,2008,tekniker,152
522,AppLift,2000,2002,supervisora,377
522,AppLift,2000,2002,supervisora,610
522,AppLift,2000,2002,supervisora,1423
522,AppLift,2000,2002,supervisora,1767
523,Zebronics,2005,2006,responsable commercial,212
523,Zebronics,2005,2006,responsable commercial,825
524,Launchship Technology Solutions Pvt. Ltd.,2001,2003,auxiliar de contabilidad,550
524,Launchship Technology Solutions Pvt. Ltd.,2001,2003,auxiliar de contabilidad,895
524,Launchship Technology Solutions Pvt. Ltd.,2001,2003,auxiliar de contabilidad,1646
524,Launchship Technology Solutions Pvt. Ltd.,2001,2003,auxiliar de contabilidad,1809
525,National Institute of Public Co-operation and Child Development,2005,2010,directeur général,1369
526,SmartERP Consulting Private Limited.,2005,2010,firefighter/emt,76
526,SmartERP Consulting Private Limited.,2005,2010,firefighter/emt,460
526,SmartERP Consulting Private Limited.,2005,2010,firefighter/emt,1542
526,SmartERP Consulting Private Limited.,2005,2010,firefighter/emt,1807
527,Unimax,2006,2011,fisioterapeuta,186
527,Unimax,2006,2011,fisioterapeuta,1667
528,PeopleStrong HR Services Pvt. Ltd.,2000,2002,english tutor,1281
528,PeopleStrong HR Services Pvt. Ltd.,2000,2002,english tutor,1616
529,Tamada Media Private Limited,2006,2008,forklift operator,1448
530,Avenues India Pvt Ltd,2002,2004,assistante marketing,276
530,Avenues India Pvt Ltd,2002,2004,assistante marketing,927
531,Citrix Systems India Pvt Ltd,2002,2007,delivery,161
531,Citrix Systems India Pvt Ltd,2002,2007,delivery,682
531,Citrix Systems India Pvt Ltd,2002,2007,delivery,1666
531,Citrix Systems India Pvt Ltd,2002,2007,delivery,1935
532,Reed Elsevier plc,2004,2005,critical care registered nurse,1108
533,CStone Software Solutions Pvt. Ltd.,2003,2008,ingeniero de sistemas,1663
534,Cognam Technologies Private Limited,2000,2005,tecnico informatico,578
534,Cognam Technologies Private Limited,2000,2005,tecnico informatico,902
535,Pure Energy,2005,2010,delivery manager,1876
535,Pure Energy,2005,2010,delivery manager,1882
536,Nihar Info Global Ltd.,2002,2004,delegado comercial,584
536,Nihar Info Global Ltd.,2002,2004,delegado comercial,924
536,Nihar Info Global Ltd.,2002,2004,delegado comercial,1818
537,BizAcuity,2007,2010,telecommunications engineer,72
537,BizAcuity,2007,2010,telecommunications engineer,89
537,BizAcuity,2007,2010,telecommunications engineer,967
537,BizAcuity,2007,2010,telecommunications engineer,985
537,BizAcuity,2007,2010,telecommunications engineer,1564
537,BizAcuity,2007,2010,telecommunications engineer,1569
538,IndiaMart,2001,2004,letter carrier,85
538,IndiaMart,2001,2004,letter carrier,1122
538,IndiaMart,2001,2004,letter carrier,1441
539,EMERSON INNOVATION CENTER - PUNE,2005,2008,support staff,1525
540,Hirebridge LLC,2003,2005,redactor,93
540,Hirebridge LLC,2003,2005,redactor,173
540,Hirebridge LLC,2003,2005,redactor,911
541,Micronova group,2001,2003,system specialist,844
541,Micronova group,2001,2003,system specialist,1442
541,Micronova group,2001,2003,system specialist,1632
542,SYKES & RAY EQUITIES (I) LTD,2003,2006,faculty member,67
542,SYKES & RAY EQUITIES (I) LTD,2003,2006,faculty member,284
542,SYKES & RAY EQUITIES (I) LTD,2003,2006,faculty member,1332
542,SYKES & RAY EQUITIES (I) LTD,2003,2006,faculty member,1715
543,RedCooker Whitefield,2002,2007,head of school,562
543,RedCooker Whitefield,2002,2007,head of school,923
544,Career Landmark Placement Services,2003,2008,transportation engineer,1248
545,Zing Consultants,2010,2020,senior brand manager,300
545,Zing Consultants,2010,2020,senior brand manager,854
545,Zing Consultants,2010,2020,senior brand manager,1640
546,Dynacons Systems & Solutions Ltd.,2001,2005,inventory specialist,240
546,Dynacons Systems & Solutions Ltd.,2001,2005,inventory specialist,254
546,Dynacons Systems & Solutions Ltd.,2001,2005,inventory specialist,486
546,Dynacons Systems & Solutions Ltd.,2001,2005,inventory specialist,1707
546,Dynacons Systems & Solutions Ltd.,2001,2005,inventory specialist,1787
547,Firepro Systems Pvt Ltd,2001,2005,research assistant,1634
548,Continental Automotive Components (India) Pvt Ltd,2001,2006,cnc operator,227
548,Continental Automotive Components (India) Pvt Ltd,2001,2006,cnc operator,345
548,Continental Automotive Components (India) Pvt Ltd,2001,2006,cnc operator,1218
548,Continental Automotive Components (India) Pvt Ltd,2001,2006,cnc operator,1431
548,Continental Automotive Components (India) Pvt Ltd,2001,2006,cnc operator,1984
549,PS Consultant,2006,2008,field sales manager,1821
549,PS Consultant,2006,2008,field sales manager,1911
550,vEnrichU,2005,2010,back office,493
550,vEnrichU,2005,2010,back office,1229
550,vEnrichU,2005,2010,back office,1643
551,Inflectica Technologies Pvt. Ltd,2010,2012,projektmanager,69
552,REACH Technologies,2000,2002,home mom,1059
552,REACH Technologies,2000,2002,home mom,1887
553,FirstNaukri.com,2005,2010,software trainee,351
554,Apex Consultants,2002,2005,head of it,623
555,Re-route Dreams Consultancy LLP,2002,2003,techniek,303
555,Re-route Dreams Consultancy LLP,2002,2003,techniek,1177
555,Re-route Dreams Consultancy LLP,2002,2003,techniek,1651
555,Re-route Dreams Consultancy LLP,2002,2003,techniek,1901
556,Out of Box,2002,2004,biologist,988
556,Out of Box,2002,2004,biologist,1268
557,V Mart Retail Ltd,2002,2007,corporate recruiter,223
557,V Mart Retail Ltd,2002,2007,corporate recruiter,409
557,V Mart Retail Ltd,2002,2007,corporate recruiter,425
559,Prince Gold and Diamonds India Pvt. Ltd.,2002,2005,freelance illustrator,462
559,Prince Gold and Diamonds India Pvt. Ltd.,2002,2005,freelance illustrator,1986
561,sykes & ray equities india ltd,2000,2003,consulting engineer,586
561,sykes & ray equities india ltd,2000,2003,consulting engineer,1301
561,sykes & ray equities india ltd,2000,2003,consulting engineer,1304
561,sykes & ray equities india ltd,2000,2003,consulting engineer,1550
562,IndiaNivesh,2002,2005,law student,350
562,IndiaNivesh,2002,2005,law student,962
562,IndiaNivesh,2002,2005,law student,1769
565,Digicore Technologies Pvt. Ltd.,2002,2007,enterprise architect,131
565,Digicore Technologies Pvt. Ltd.,2002,2007,enterprise architect,449
565,Digicore Technologies Pvt. Ltd.,2002,2007,enterprise architect,1679
565,Digicore Technologies Pvt. Ltd.,2002,2007,enterprise architect,1747
566,Prodcon Tech Services Pvt Ltd,2007,2010,draughtsman,1104
566,Prodcon Tech Services Pvt Ltd,2007,2010,draughtsman,1692
567,Wizie Com India Private Limited,2002,2005,manager or supervisor,106
567,Wizie Com India Private Limited,2002,2005,manager or supervisor,917
567,Wizie Com India Private Limited,2002,2005,manager or supervisor,988
567,Wizie Com India Private Limited,2002,2005,manager or supervisor,1199
567,Wizie Com India Private Limited,2002,2005,manager or supervisor,1296
569,Tech Synergy,2002,2007,insurance consultant,821
569,Tech Synergy,2002,2007,insurance consultant,1431
570,Barclays Shared Services Pvt. Ltd,2001,2004,system admin,806
570,Barclays Shared Services Pvt. Ltd,2001,2004,system admin,1343
571,"Hisolve, Inc.",2002,2005,news reporter,909
571,"Hisolve, Inc.",2002,2005,news reporter,1549
572,Tempindia Staffing Services Pvt. Ltd. (TISS),2005,2010,information technology project manager,1551
573,Irdeto Technology India Pvt. Limited,2000,2001,supervisor de ventas,363
573,Irdeto Technology India Pvt. Limited,2000,2001,supervisor de ventas,861
573,Irdeto Technology India Pvt. Limited,2000,2001,supervisor de ventas,1805
574,Edventus,2003,2005,coordenador de ti,398
574,Edventus,2003,2005,coordenador de ti,965
575,ROSMERTA TECHNOLOGIES lIMITED,2002,2004,titolare,399
576,Odishia Business Solutions (P) Ltd,2002,2007,agente de viajes,250
576,Odishia Business Solutions (P) Ltd,2002,2007,agente de viajes,972
576,Odishia Business Solutions (P) Ltd,2002,2007,agente de viajes,1131
576,Odishia Business Solutions (P) Ltd,2002,2007,agente de viajes,1645
576,Odishia Business Solutions (P) Ltd,2002,2007,agente de viajes,1776
577,TechXimum Solutions,2008,2013,managing attorney,934
577,TechXimum Solutions,2008,2013,managing attorney,1497
579,Pluto Technologies Pvt.Ltd,2002,2006,collector,791
579,Pluto Technologies Pvt.Ltd,2002,2006,collector,1043
579,Pluto Technologies Pvt.Ltd,2002,2006,collector,1816
580,SwitchMe,2002,2005,medical receptionist,990
582,Dreamland Publications,2008,2012,stock broker,1712
583,Sedum Soft Pvt Ltd,2003,2006,directeur technique,376
583,Sedum Soft Pvt Ltd,2003,2006,directeur technique,580
584,People Konnect,2002,2004,dyrektor,1205
585,Ranika Exports Design,2005,2007,design director,436
585,Ranika Exports Design,2005,2007,design director,768
586,Fountainhead Digital | Digital Marketing Agency,2003,2006,chargé de projet,287
586,Fountainhead Digital | Digital Marketing Agency,2003,2006,chargé de projet,793
586,Fountainhead Digital | Digital Marketing Agency,2003,2006,chargé de projet,837
586,Fountainhead Digital | Digital Marketing Agency,2003,2006,chargé de projet,1388
588,Flags Communications Pvt Ltd,2004,2007,senior team leader,513
588,Flags Communications Pvt Ltd,2004,2007,senior team leader,1167
589,Alkem Laboratories Ltd,2010,2015,network admin,355
589,Alkem Laboratories Ltd,2010,2015,network admin,432
590,Hallmark Global Technologies,2002,2007,art instructor,326
590,Hallmark Global Technologies,2002,2007,art instructor,570
590,Hallmark Global Technologies,2002,2007,art instructor,789
590,Hallmark Global Technologies,2002,2007,art instructor,1793
591,MM Enterprises,2000,2005,software development intern,450
591,MM Enterprises,2000,2005,software development intern,686
591,MM Enterprises,2000,2005,software development intern,907
591,MM Enterprises,2000,2005,software development intern,1749
592,Dream Destination Overseas Pvt Ltd,2005,2010,staffing manager,564
592,Dream Destination Overseas Pvt Ltd,2005,2010,staffing manager,618
592,Dream Destination Overseas Pvt Ltd,2005,2010,staffing manager,1717
594,bodhtree consulting ltd,2003,2006,server/bartender,302
594,bodhtree consulting ltd,2003,2006,server/bartender,1166
595,Arete Careers (OPC) Pvt Ltd,2008,2012,enfermeira,124
595,Arete Careers (OPC) Pvt Ltd,2008,2012,enfermeira,463
597,Leading one leading internet companies,2001,2002,president and owner,1185
599,PHOENIX TAX SERVICES PVT LTD,2000,2000,empresas,1509
599,PHOENIX TAX SERVICES PVT LTD,2000,2000,empresas,1553
599,PHOENIX TAX SERVICES PVT LTD,2000,2000,empresas,1681
600,Step In Career,2000,2003,regional business manager,572
600,Step In Career,2000,2003,regional business manager,879
600,Step In Career,2000,2003,regional business manager,1558
600,Step In Career,2000,2003,regional business manager,1565
600,Step In Career,2000,2003,regional business manager,1583
601,Unmetric Technologies Private Limited,2000,2005,maintenance manager,627
601,Unmetric Technologies Private Limited,2000,2005,maintenance manager,1176
601,Unmetric Technologies Private Limited,2000,2005,maintenance manager,1442
602,infibeam,2006,2010,admin assistant,561
603,Appronix Technologies Pvt Ltd,2002,2005,technical support analyst,707
603,Appronix Technologies Pvt Ltd,2002,2005,technical support analyst,1566
604,Enrich Solutions,2006,2008,showroom manager,381
604,Enrich Solutions,2006,2008,showroom manager,1347
605,Expert Consultant,2001,2005,payroll assistant,512
605,Expert Consultant,2001,2005,payroll assistant,1362
605,Expert Consultant,2001,2005,payroll assistant,1471
605,Expert Consultant,2001,2005,payroll assistant,1834
606,Infibeam.com,2001,2003,traffic manager,478
607,Elixir Computech Pvt. Ltd.,2007,2010,relationship banker,576
607,Elixir Computech Pvt. Ltd.,2007,2010,relationship banker,1542
608,USHA International Ltd.,2005,2010,economist,1022
609,Century Plyboards (I) Limited,2003,2008,diseñadora,779
609,Century Plyboards (I) Limited,2003,2008,diseñadora,1096
609,Century Plyboards (I) Limited,2003,2008,diseñadora,1171
610,SAN Data Systems,2008,2010,ceo & founder,301
610,SAN Data Systems,2008,2010,ceo & founder,487
610,SAN Data Systems,2008,2010,ceo & founder,544
611,Cadem Technologies Pvt. Ltd.,2000,2002,warehouse operative,1144
612,Directorate of Poultry Research,2010,2015,officer,1908
614,Lakshya Digital Pvt. Ltd.,2008,2010,it technician,1446
614,Lakshya Digital Pvt. Ltd.,2008,2010,it technician,1647
615,"Chilltern International, Inc",2004,2006,security consultant,798
615,"Chilltern International, Inc",2004,2006,security consultant,1582
616,Human Factor,2004,2009,founder & president,1215
617,A T L A S Systems Pvt LTD,2015,2025,graduate intern,558
617,A T L A S Systems Pvt LTD,2015,2025,graduate intern,1338
618,Concern India Foundation,2001,2005,venezuela,1269
618,Concern India Foundation,2001,2005,venezuela,1423
618,Concern India Foundation,2001,2005,venezuela,1466
620,Oasis consultant india,2010,2015,reporting analyst,248
620,Oasis consultant india,2010,2015,reporting analyst,826
622,Niojak Technologies Pvt. Ltd,2008,2010,program supervisor,805
622,Niojak Technologies Pvt. Ltd,2008,2010,program supervisor,860
622,Niojak Technologies Pvt. Ltd,2008,2010,program supervisor,1329
623,Parentlane-Startup jobs,2005,2006,section manager,815
624,Gallup India Private Limited,2001,2006,student ambassador,309
625,EOK Technologies Info Systems Pvt. Ltd.,2002,2007,computer specialist,1381
626,Microntech Engineers,2001,2003,physician,1163
626,Microntech Engineers,2001,2003,physician,1337
626,Microntech Engineers,2001,2003,physician,1941
627,Mainstay Teleservices Pvt Ltd,2005,2010,it director,1444
629,Alpha Design Technologies Pvt Ltd,2005,2006,superviseur,361
629,Alpha Design Technologies Pvt Ltd,2005,2006,superviseur,574
629,Alpha Design Technologies Pvt Ltd,2005,2006,superviseur,956
629,Alpha Design Technologies Pvt Ltd,2005,2006,superviseur,1071
630,Tectonics Technologies Pvt. Ltd.,2001,2004,advertising,469
630,Tectonics Technologies Pvt. Ltd.,2001,2004,advertising,1512
630,Tectonics Technologies Pvt. Ltd.,2001,2004,advertising,1779
634,FactSpan Analytics,2003,2005,supervisor de obra,1714
635,Cube InfoTech,2000,2003,senior financial advisor,396
635,Cube InfoTech,2000,2003,senior financial advisor,659
636,The Banjara,2010,2014,full time student,542
637,Orange Tech Solutions,2003,2008,food and beverage assistant,201
637,Orange Tech Solutions,2003,2008,food and beverage assistant,333
637,Orange Tech Solutions,2003,2008,food and beverage assistant,523
637,Orange Tech Solutions,2003,2008,food and beverage assistant,626
638,Audi India Ltd,2002,2004,youth worker,1036
639,Crown Solutions India (P) Ltd,2002,2007,costumer service,500
639,Crown Solutions India (P) Ltd,2002,2007,costumer service,543
639,Crown Solutions India (P) Ltd,2002,2007,costumer service,1029
639,Crown Solutions India (P) Ltd,2002,2007,costumer service,1287
640,Adroit Synergies Private Limited,2005,2008,data analyst intern,1619
640,Adroit Synergies Private Limited,2005,2008,data analyst intern,1822
640,Adroit Synergies Private Limited,2005,2008,data analyst intern,1899
641,Amplitude Software Systems Pvt Ltd,2007,2012,maintenance worker,714
642,Blue Rose Technologies Pvt. Ltd,2001,2001,managing consultant,1738
643,Seaga India Pvt. Ltd,2000,2003,customer experience manager,1020
643,Seaga India Pvt. Ltd,2000,2003,customer experience manager,1846
644,[x]cube LABS,2002,2004,photojournalist,749
644,[x]cube LABS,2002,2004,photojournalist,1881
645,Success Mantra,2003,2004,gerente de projetos,747
645,Success Mantra,2003,2004,gerente de projetos,901
645,Success Mantra,2003,2004,gerente de projetos,1438
645,Success Mantra,2003,2004,gerente de projetos,1784
646,Manning Consultant,2003,2006,science teacher,617
646,Manning Consultant,2003,2006,science teacher,1153
646,Manning Consultant,2003,2006,science teacher,1462
647,VivaConnect Pvt. Ltd.,2003,2006,mayor,285
648,Xchanging,2001,2003,pharmacy manager,640
648,Xchanging,2001,2003,pharmacy manager,1246
650,Reed Elsevier India Pvt Ltd,2010,2015,business unit manager,746
650,Reed Elsevier India Pvt Ltd,2010,2015,business unit manager,950
650,Reed Elsevier India Pvt Ltd,2010,2015,business unit manager,971
650,Reed Elsevier India Pvt Ltd,2010,2015,business unit manager,1674
650,Reed Elsevier India Pvt Ltd,2010,2015,business unit manager,1945
651,Career Catalysts,2001,2004,computer scientist,464
651,Career Catalysts,2001,2004,computer scientist,870
651,Career Catalysts,2001,2004,computer scientist,1303
651,Career Catalysts,2001,2004,computer scientist,1559
652,"S P Apparels Ltd., ( Retail Division) - Brand Crocodile",2000,2002,accounts payable,755
652,"S P Apparels Ltd., ( Retail Division) - Brand Crocodile",2000,2002,accounts payable,777
653,Ni Analytics,2002,2007,plant operator,1257
654,The Executive Centre,2010,2015,students,36
655,LM Wind Power Technologies (India) Pvt Ltd,2003,2007,analista funcional,253
655,LM Wind Power Technologies (India) Pvt Ltd,2003,2007,analista funcional,1615
656,Momark Services,2000,2001,benefits consultant,433
656,Momark Services,2000,2001,benefits consultant,934
656,Momark Services,2000,2001,benefits consultant,1416
656,Momark Services,2000,2001,benefits consultant,1724
657,SPICE WEB SERVICES,2003,2006,first sergeant,231
658,Safeway Technologies Pvt. Ltd.,2003,2006,make up artist,863
658,Safeway Technologies Pvt. Ltd.,2003,2006,make up artist,1690
659,SANOVI TECHNOLOGIES PVT. LTD,2006,2008,logistics supervisor,976
659,SANOVI TECHNOLOGIES PVT. LTD,2006,2008,logistics supervisor,1379
659,SANOVI TECHNOLOGIES PVT. LTD,2006,2008,logistics supervisor,1842
659,SANOVI TECHNOLOGIES PVT. LTD,2006,2008,logistics supervisor,1890
661,C Drive HR Services,2000,2003,united nations,567
661,C Drive HR Services,2000,2003,united nations,680
661,C Drive HR Services,2000,2003,united nations,1470
662,ORVITO,2003,2008,dueño,621
662,ORVITO,2003,2008,dueño,1461
663,Vijay Group,2000,2005,porteiro,19
663,Vijay Group,2000,2005,porteiro,609
664,Netzland Telecom India Pvt. Ltd,2015,2018,shop supervisor,1098
664,Netzland Telecom India Pvt. Ltd,2015,2018,shop supervisor,1590
664,Netzland Telecom India Pvt. Ltd,2015,2018,shop supervisor,1599
666,IT Niche India Pvt. Ltd,2002,2007,business head,491
666,IT Niche India Pvt. Ltd,2002,2007,business head,975
667,Yashraj Biotechnology Ltd.,2015,2022,assistant quantity surveyor,1412
667,Yashraj Biotechnology Ltd.,2015,2022,assistant quantity surveyor,1990
668,Real Page India,2003,2005,employee,129
668,Real Page India,2003,2005,employee,549
668,Real Page India,2003,2005,employee,729
670,KORES (India) Ltd,2001,2004,caseworker,1533
670,KORES (India) Ltd,2001,2004,caseworker,1650
670,KORES (India) Ltd,2001,2004,caseworker,1706
671,Edgeverve Systems Limited,2002,2005,contracting officer,628
671,Edgeverve Systems Limited,2002,2005,contracting officer,847
671,Edgeverve Systems Limited,2002,2005,contracting officer,1695
672,"I Marque Solutions (P) Ltd.,",2002,2003,server,1127
672,"I Marque Solutions (P) Ltd.,",2002,2003,server,1749
673,SYS SOFTECH,2005,2010,lead cashier,474
673,SYS SOFTECH,2005,2010,lead cashier,900
673,SYS SOFTECH,2005,2010,lead cashier,1244
674,Leaf Innovation Pvt. Ltd,2006,2011,audit associate,58
674,Leaf Innovation Pvt. Ltd,2006,2011,audit associate,894
675,Aaxeleron Technology Solutions Pvt. Ltd.,2000,2001,analista de crédito,306
675,Aaxeleron Technology Solutions Pvt. Ltd.,2000,2001,analista de crédito,793
676,Loop 365 - Startup,2003,2008,tenho uma empresa e tenho funcionários,362
677,Tega industries ltd,2000,2000,mental health counselor,1491
678,The Millennium Organisation,2006,2011,solutions consultant,766
679,Sysbiz Technologies Pvt. Ltd.,2007,2010,territory sales manager,349
679,Sysbiz Technologies Pvt. Ltd.,2007,2010,territory sales manager,918
680,Happy Placements,2002,2007,respiratory therapist,8
680,Happy Placements,2002,2007,respiratory therapist,322
680,Happy Placements,2002,2007,respiratory therapist,473
680,Happy Placements,2002,2007,respiratory therapist,1590
681,Lakshya Management Services Pvt. Ltd.,2000,2004,landman,131
681,Lakshya Management Services Pvt. Ltd.,2000,2004,landman,190
681,Lakshya Management Services Pvt. Ltd.,2000,2004,landman,1179
682,Crayon Infotech Pvt. Ltd.,2000,2005,camera operator,274
682,Crayon Infotech Pvt. Ltd.,2000,2005,camera operator,723
682,Crayon Infotech Pvt. Ltd.,2000,2005,camera operator,824
682,Crayon Infotech Pvt. Ltd.,2000,2005,camera operator,1448
682,Crayon Infotech Pvt. Ltd.,2000,2005,camera operator,1980
683,Pulz,2004,2007,vice president sales,120
683,Pulz,2004,2007,vice president sales,224
683,Pulz,2004,2007,vice president sales,559
683,Pulz,2004,2007,vice president sales,1078
683,Pulz,2004,2007,vice president sales,1740
684,EDS Technologies Pvt. Ltd.,2010,2018,senior quality assurance analyst,1473
685,Tessolve Semiconductor Pvt. Ltd,2005,2010,unilever,657
685,Tessolve Semiconductor Pvt. Ltd,2005,2010,unilever,1067
685,Tessolve Semiconductor Pvt. Ltd,2005,2010,unilever,1845
685,Tessolve Semiconductor Pvt. Ltd,2005,2010,unilever,1849
686,JoulestoWatts Business Solutions Pvt Ltd,2003,2008,customer service executive,424
687,Midas Software,2003,2007,asociado,1595
688,Ramboll India Private Limited,2003,2004,patient access representative,980
688,Ramboll India Private Limited,2003,2004,patient access representative,1853
689,POPCORNAPPS SOFTWARE PVT LTD,2000,2001,consultor técnico,1147
691,Amiti Software Technologies Pvt Ltd,2007,2009,york,674
691,Amiti Software Technologies Pvt Ltd,2007,2009,york,1312
692,Celerity Infosolutions Pvt. Ltd.,2002,2005,creative manager,1191
693,CYBERLINKS TECHNOLOGIES,2003,2008,patient care assistant,1526
694,Techcom Technologies Private Limited,2010,2015,faculty,354
694,Techcom Technologies Private Limited,2010,2015,faculty,737
695,lobo staffing solution Pvt Ltd,2002,2003,servidor publico,1584
695,lobo staffing solution Pvt Ltd,2002,2003,servidor publico,1764
696,Emind Technologies :,2003,2005,head lifeguard,335
696,Emind Technologies :,2003,2005,head lifeguard,833
