company_id,company_name,location,department,about_us,rating,awards,contact,email,website
1360,Teach Force Education-XSEED,"Mumbai , Bengaluru/Bangalore , Chennai , Kerala",Education / Teaching / Training,we are Teach Force Education-XSEED,2,Best Company in field of Education / Teaching / Training,3593134799,TeachForceEducation-XSEED1360@gmail.com,TeachForceEducation-XSEED.com
1361,Aspire Info Solutions,Chennai,IT-Software / Software Services,we are Aspire Info Solutions,2,Best Company in field of IT-Software / Software Services,2287275179,AspireInfoSolutions1361@gmail.com,AspireInfoSolutions.com
1362,TeriMeriChoice,"Bengaluru/Bangalore , Mumbai , Chennai , Pune , Hyderabad / Secunderabad , Delhi , Noida , Gurgaon , Kolkata",IT-Software / Software Services,we are TeriMeriChoice,1,Best Company in field of IT-Software / Software Services,5354578165,TeriMeriChoice1362@gmail.com,TeriMeriChoice.com
1363,Valuepoint Systems Pvt.Ltd,Chennai,IT-Hardware & Networking,we are Valuepoint Systems Pvt.Ltd,1,Best Company in field of IT-Hardware & Networking,5865295396,ValuepointSystemsPvt.Ltd1363@gmail.com,ValuepointSystemsPvt.Ltd.com
1364,MakeMyTrip (India) Pvt Ltd,Chennai,Travel / Hotels / Restaurants / Airlines / Railways,we are MakeMyTrip (India) Pvt Ltd,2,Best Company in field of Travel / Hotels / Restaurants / Airlines / Railways,9323759726,MakeMyTrip(India)PvtLtd1364@gmail.com,MakeMyTrip(India)PvtLtd.com
1365,MGM Beach Resorts - Chennai,Chennai,Travel / Hotels / Restaurants / Airlines / Railways,we are MGM Beach Resorts - Chennai,5,Best Company in field of Travel / Hotels / Restaurants / Airlines / Railways,7032022100,MGMBeachResorts-Chennai1365@gmail.com,MGMBeachResorts-Chennai.com
1366,Soft Trends Techno Solutions Pvt Ltd.,"Chennai , Bhubaneshwar",IT-Software / Software Services,we are Soft Trends Techno Solutions Pvt Ltd.,3,Best Company in field of IT-Software / Software Services,8117696999,SoftTrendsTechnoSolutionsPvtLtd.1366@gmail.com,SoftTrendsTechnoSolutionsPvtLtd..com
1367,Carte Blanche Solutions Pvt. Ltd.,Chennai,IT-Software / Software Services,we are Carte Blanche Solutions Pvt. Ltd.,4,Best Company in field of IT-Software / Software Services,4059329766,CarteBlancheSolutionsPvt.Ltd.1367@gmail.com,CarteBlancheSolutionsPvt.Ltd..com
1368,Sixsigma Softsolutions Private Limited,Chennai,IT-Software / Software Services,we are Sixsigma Softsolutions Private Limited,2,Best Company in field of IT-Software / Software Services,5080520281,SixsigmaSoftsolutionsPrivateLimited1368@gmail.com,SixsigmaSoftsolutionsPrivateLimited.com
1369,Reveille technologies,Chennai,IT-Software / Software Services,we are Reveille technologies,5,Best Company in field of IT-Software / Software Services,2681480706,Reveilletechnologies1369@gmail.com,Reveilletechnologies.com
1370,Syrma Technology Pvt Ltd.,Chennai,Semiconductors / Electronics,we are Syrma Technology Pvt Ltd.,2,Best Company in field of Semiconductors / Electronics,1708862725,SyrmaTechnologyPvtLtd.1370@gmail.com,SyrmaTechnologyPvtLtd..com
1371,HCL Technologies Limited (TSS Division),"Chennai , Bengaluru/Bangalore , Hyderabad / Secunderabad , Noida",IT-Software / Software Services,we are HCL Technologies Limited (TSS Division),3,Best Company in field of IT-Software / Software Services,8952608455,HCLTechnologiesLimited(TSSDivision)1371@gmail.com,HCLTechnologiesLimited(TSSDivision).com
1372,Wisdom Infotech,"Chennai , Hyderabad / Secunderabad",Internet / Ecommerce,we are Wisdom Infotech,1,Best Company in field of Internet / Ecommerce,4057169814,WisdomInfotech1372@gmail.com,WisdomInfotech.com
1373,Busisol Sourcing India Pvt Ltd,Chennai,Shipping / Marine,we are Busisol Sourcing India Pvt Ltd,5,Best Company in field of Shipping / Marine,4081372427,BusisolSourcingIndiaPvtLtd1373@gmail.com,BusisolSourcingIndiaPvtLtd.com
1374,Agility Logistics- GIL Shared Services Pvt Ltd,Chennai,Accounting / Finance,we are Agility Logistics- GIL Shared Services Pvt Ltd,4,Best Company in field of Accounting / Finance,1874276507,AgilityLogistics-GILSharedServicesPvtLtd1374@gmail.com,AgilityLogistics-GILSharedServicesPvtLtd.com
1375,lobo staffing solution Pvt Ltd,Chennai,IT-Software / Software Services,we are lobo staffing solution Pvt Ltd,2,Best Company in field of IT-Software / Software Services,1715284213,lobostaffingsolutionPvtLtd1375@gmail.com,lobostaffingsolutionPvtLtd.com
1376,Corporate Stalwarts,Chennai,Automobile / Auto Anciliary / Auto Components,we are Corporate Stalwarts,5,Best Company in field of Automobile / Auto Anciliary / Auto Components,7813925209,CorporateStalwarts1376@gmail.com,CorporateStalwarts.com
1377,Enterprise Hiring Solutions-EHS,Chennai,Automobile / Auto Anciliary / Auto Components,we are Enterprise Hiring Solutions-EHS,3,Best Company in field of Automobile / Auto Anciliary / Auto Components,4541416953,EnterpriseHiringSolutions-EHS1377@gmail.com,EnterpriseHiringSolutions-EHS.com
1378,Booboo Books,Chennai,Publishing,we are Booboo Books,4,Best Company in field of Publishing,8979119986,BoobooBooks1378@gmail.com,BoobooBooks.com
1379,Bahwan Cyber Tek,Chennai,IT-Software / Software Services,we are Bahwan Cyber Tek,3,Best Company in field of IT-Software / Software Services,4737769686,BahwanCyberTek1379@gmail.com,BahwanCyberTek.com
1380,SRM Institute of Hotel Management,Chennai,Education / Teaching / Training,we are SRM Institute of Hotel Management,1,Best Company in field of Education / Teaching / Training,2139318236,SRMInstituteofHotelManagement1380@gmail.com,SRMInstituteofHotelManagement.com
1381,Magnum Consultants,Chennai,IT-Software / Software Services,we are Magnum Consultants,2,Best Company in field of IT-Software / Software Services,8698593589,MagnumConsultants1381@gmail.com,MagnumConsultants.com
1382,Dreamz IMC,"Delhi/NCR(National Capital Region) , Mumbai , Bengaluru/Bangalore , Hyderabad / Secunderabad , Chennai",Accounting / Finance,we are Dreamz IMC,1,Best Company in field of Accounting / Finance,4692630758,DreamzIMC1382@gmail.com,DreamzIMC.com
1383,KS data enterprises,"Bengaluru/Bangalore , Chennai , Mumbai , Hyderabad / Secunderabad , Pune , Delhi/NCR(National Capital Region)",Construction / Engineering / Cement / Metals,we are KS data enterprises,5,Best Company in field of Construction / Engineering / Cement / Metals,3949176808,KSdataenterprises1383@gmail.com,KSdataenterprises.com
1384,Netaxis IT Solutions (p) Ltd,Chennai,IT-Software / Software Services,we are Netaxis IT Solutions (p) Ltd,1,Best Company in field of IT-Software / Software Services,9346955945,NetaxisITSolutions(p)Ltd1384@gmail.com,NetaxisITSolutions(p)Ltd.com
1385,Pasona India private Limited,Chennai,Medical / Healthcare / Hospitals,we are Pasona India private Limited,2,Best Company in field of Medical / Healthcare / Hospitals,7342335669,PasonaIndiaprivateLimited1385@gmail.com,PasonaIndiaprivateLimited.com
1386,Encore IT Services Solutions Pvt Ltd,Chennai,IT-Software / Software Services,we are Encore IT Services Solutions Pvt Ltd,5,Best Company in field of IT-Software / Software Services,7818907815,EncoreITServicesSolutionsPvtLtd1386@gmail.com,EncoreITServicesSolutionsPvtLtd.com
1387,Procedyne Engineers,Chennai,Construction / Engineering / Cement / Metals,we are Procedyne Engineers,5,Best Company in field of Construction / Engineering / Cement / Metals,4042887168,ProcedyneEngineers1387@gmail.com,ProcedyneEngineers.com
1388,Aegis Limited,Chennai,BPO / Call Centre / ITES,we are Aegis Limited,5,Best Company in field of BPO / Call Centre / ITES,2349926949,AegisLimited1388@gmail.com,AegisLimited.com
1389,stedman pharmaceuticals pvt ltd,Chennai,Pharma / Biotech / Clinical Research,we are stedman pharmaceuticals pvt ltd,1,Best Company in field of Pharma / Biotech / Clinical Research,2033330973,stedmanpharmaceuticalspvtltd1389@gmail.com,stedmanpharmaceuticalspvtltd.com
1390,"Softgel Health Care,",Chennai,Pharma / Biotech / Clinical Research,"we are Softgel Health Care,",4,Best Company in field of Pharma / Biotech / Clinical Research,9700242488,"SoftgelHealthCare,1390@gmail.com","SoftgelHealthCare,.com"
1391,ISF Industries Private Limited,Chennai,Industrial Products / Heavy Machinery,we are ISF Industries Private Limited,1,Best Company in field of Industrial Products / Heavy Machinery,9700653769,ISFIndustriesPrivateLimited1391@gmail.com,ISFIndustriesPrivateLimited.com
1392,Johnson Lifts Private Limited,Chennai,Construction / Engineering / Cement / Metals,we are Johnson Lifts Private Limited,1,Best Company in field of Construction / Engineering / Cement / Metals,9676589722,JohnsonLiftsPrivateLimited1392@gmail.com,JohnsonLiftsPrivateLimited.com
1393,Indo European Educational Sevices Pvt. Ltd,Chennai,Education / Teaching / Training,we are Indo European Educational Sevices Pvt. Ltd,1,Best Company in field of Education / Teaching / Training,7912910480,IndoEuropeanEducationalSevicesPvt.Ltd1393@gmail.com,IndoEuropeanEducationalSevicesPvt.Ltd.com
1394,Jobzz Planet,"Chennai , Mangalore , Coimbatore",Construction / Engineering / Cement / Metals,we are Jobzz Planet,2,Best Company in field of Construction / Engineering / Cement / Metals,4509172372,JobzzPlanet1394@gmail.com,JobzzPlanet.com
1395,Woodpecker Furniture,Chennai,Retail / Wholesale,we are Woodpecker Furniture,2,Best Company in field of Retail / Wholesale,3926774028,WoodpeckerFurniture1395@gmail.com,WoodpeckerFurniture.com
1396,Shriram Value Services Private Limited,Chennai,BPO / Call Centre / ITES,we are Shriram Value Services Private Limited,3,Best Company in field of BPO / Call Centre / ITES,4996309225,ShriramValueServicesPrivateLimited1396@gmail.com,ShriramValueServicesPrivateLimited.com
1397,ATA Freight Line India Pvt Ltd.,"Chennai , Bengaluru/Bangalore",Courier / Transportation / Freight / Warehousing,we are ATA Freight Line India Pvt Ltd.,4,Best Company in field of Courier / Transportation / Freight / Warehousing,7155485791,ATAFreightLineIndiaPvtLtd.1397@gmail.com,ATAFreightLineIndiaPvtLtd..com
1398,Federation Of Indian Women Entrepreneurs,"Bengaluru/Bangalore , Hyderabad / Secunderabad , Chennai , Bhubaneshwar",NGO / Social Services / Regulators / Industry Associations,we are Federation Of Indian Women Entrepreneurs,4,Best Company in field of NGO / Social Services / Regulators / Industry Associations,3345706742,FederationOfIndianWomenEntrepreneurs1398@gmail.com,FederationOfIndianWomenEntrepreneurs.com
1399,Square One,Chennai,BPO / Call Centre / ITES,we are Square One,4,Best Company in field of BPO / Call Centre / ITES,3148461809,SquareOne1399@gmail.com,SquareOne.com
1400,Access Healthcare Services Pvt Ltd,Chennai,IT-Software / Software Services,we are Access Healthcare Services Pvt Ltd,5,Best Company in field of IT-Software / Software Services,8551757294,AccessHealthcareServicesPvtLtd1400@gmail.com,AccessHealthcareServicesPvtLtd.com
1401,Unmetric Technologies Private Limited,Chennai,IT-Software / Software Services,we are Unmetric Technologies Private Limited,5,Best Company in field of IT-Software / Software Services,6626579396,UnmetricTechnologiesPrivateLimited1401@gmail.com,UnmetricTechnologiesPrivateLimited.com
1402,Smartedge Solutions Ltd.,Chennai,IT-Software / Software Services,we are Smartedge Solutions Ltd.,5,Best Company in field of IT-Software / Software Services,2570418534,SmartedgeSolutionsLtd.1402@gmail.com,SmartedgeSolutionsLtd..com
1403,Genxlead,Chennai,Internet / Ecommerce,we are Genxlead,1,Best Company in field of Internet / Ecommerce,8466319740,Genxlead1403@gmail.com,Genxlead.com
1404,E Helium AdvisorybServices Pvt Ltd.,Chennai,Recruitment / Staffing,we are E Helium AdvisorybServices Pvt Ltd.,5,Best Company in field of Recruitment / Staffing,9141749875,EHeliumAdvisorybServicesPvtLtd.1404@gmail.com,EHeliumAdvisorybServicesPvtLtd..com
1405,Saaki Argus & Averil Consulting,"Bengaluru/Bangalore , Chennai",Automobile / Auto Anciliary / Auto Components,we are Saaki Argus & Averil Consulting,1,Best Company in field of Automobile / Auto Anciliary / Auto Components,5436351699,SaakiArgus&AverilConsulting1405@gmail.com,SaakiArgus&AverilConsulting.com
1406,Sun Polymers,Chennai,Chemicals / PetroChemical / Plastic / Rubber,we are Sun Polymers,3,Best Company in field of Chemicals / PetroChemical / Plastic / Rubber,6418736354,SunPolymers1406@gmail.com,SunPolymers.com
1407,Data Software Research Company Pvt. Ltd.,Chennai,IT-Software / Software Services,we are Data Software Research Company Pvt. Ltd.,2,Best Company in field of IT-Software / Software Services,8321339746,DataSoftwareResearchCompanyPvt.Ltd.1407@gmail.com,DataSoftwareResearchCompanyPvt.Ltd..com
1408,HR Next,"Chennai , Nagpur , Maharashtra",Accounting / Finance,we are HR Next,1,Best Company in field of Accounting / Finance,7679641702,HRNext1408@gmail.com,HRNext.com
1409,Landsky Engineers Pvt. Ltd.,"Hyderabad / Secunderabad , Mumbai , Chennai",Industrial Products / Heavy Machinery,we are Landsky Engineers Pvt. Ltd.,5,Best Company in field of Industrial Products / Heavy Machinery,4818843589,LandskyEngineersPvt.Ltd.1409@gmail.com,LandskyEngineersPvt.Ltd..com
1410,ISkills Solutions,"Chennai , Coimbatore , Trichy",Medical / Healthcare / Hospitals,we are ISkills Solutions,2,Best Company in field of Medical / Healthcare / Hospitals,2702576450,ISkillsSolutions1410@gmail.com,ISkillsSolutions.com
1411,Perficient India Private Limited,Chennai,IT-Software / Software Services,we are Perficient India Private Limited,4,Best Company in field of IT-Software / Software Services,7635030721,PerficientIndiaPrivateLimited1411@gmail.com,PerficientIndiaPrivateLimited.com
1412,MANTECH-HR,"Chennai , Hyderabad / Secunderabad , Visakhapatnam/Vizag",Courier / Transportation / Freight / Warehousing,we are MANTECH-HR,4,Best Company in field of Courier / Transportation / Freight / Warehousing,1547571268,MANTECH-HR1412@gmail.com,MANTECH-HR.com
1413,UST Global,"Bengaluru/Bangalore , Chennai , Trivandrum , Kerala",IT-Software / Software Services,we are UST Global,5,Best Company in field of IT-Software / Software Services,4052219366,USTGlobal1413@gmail.com,USTGlobal.com
1414,Niche,Chennai,Oil and Gas / Energy / Power / Infrastructure,we are Niche,4,Best Company in field of Oil and Gas / Energy / Power / Infrastructure,1482602535,Niche1414@gmail.com,Niche.com
1415,Global Software Resources,Chennai,IT-Software / Software Services,we are Global Software Resources,1,Best Company in field of IT-Software / Software Services,4015887076,GlobalSoftwareResources1415@gmail.com,GlobalSoftwareResources.com
1416,Sutherland Global Services,Chennai,BPO / Call Centre / ITES,we are Sutherland Global Services,4,Best Company in field of BPO / Call Centre / ITES,7696200683,SutherlandGlobalServices1416@gmail.com,SutherlandGlobalServices.com
1417,SPI TECHNOLOGIES,Chennai,BPO / Call Centre / ITES,we are SPI TECHNOLOGIES,2,Best Company in field of BPO / Call Centre / ITES,5742515881,SPITECHNOLOGIES1417@gmail.com,SPITECHNOLOGIES.com
1418,Updater Services Pvt Ltd,Chennai,Facility Management,we are Updater Services Pvt Ltd,5,Best Company in field of Facility Management,1468343438,UpdaterServicesPvtLtd1418@gmail.com,UpdaterServicesPvtLtd.com
1419,Global Hospitals,Chennai,Medical / Healthcare / Hospitals,we are Global Hospitals,3,Best Company in field of Medical / Healthcare / Hospitals,3448505519,GlobalHospitals1419@gmail.com,GlobalHospitals.com
1420,Williams Lea TAG,Chennai,Advertising / PR / MR / Event Management,we are Williams Lea TAG,3,Best Company in field of Advertising / PR / MR / Event Management,8837972406,WilliamsLeaTAG1420@gmail.com,WilliamsLeaTAG.com
1421,Hyundai AutoEver India Pvt. Ltd.,Chennai,IT-Software / Software Services,we are Hyundai AutoEver India Pvt. Ltd.,1,Best Company in field of IT-Software / Software Services,5562499036,HyundaiAutoEverIndiaPvt.Ltd.1421@gmail.com,HyundaiAutoEverIndiaPvt.Ltd..com
1422,eG Innovations Private Limited,Chennai,IT-Software / Software Services,we are eG Innovations Private Limited,3,Best Company in field of IT-Software / Software Services,2452587290,eGInnovationsPrivateLimited1422@gmail.com,eGInnovationsPrivateLimited.com
1423,Magzter Digital Pvt Ltd,Chennai,IT-Software / Software Services,we are Magzter Digital Pvt Ltd,4,Best Company in field of IT-Software / Software Services,1944901709,MagzterDigitalPvtLtd1423@gmail.com,MagzterDigitalPvtLtd.com
1424,Futurenet technologies India Pvt ltd,Chennai,IT-Software / Software Services,we are Futurenet technologies India Pvt ltd,1,Best Company in field of IT-Software / Software Services,8895076163,FuturenettechnologiesIndiaPvtltd1424@gmail.com,FuturenettechnologiesIndiaPvtltd.com
1425,SIS Prosegur Holdings Private Limited,Chennai,Other,we are SIS Prosegur Holdings Private Limited,3,Best Company in field of Other,7577039466,SISProsegurHoldingsPrivateLimited1425@gmail.com,SISProsegurHoldingsPrivateLimited.com
1426,Manhattan Review,"Hyderabad / Secunderabad , Bengaluru/Bangalore , Chennai",Education / Teaching / Training,we are Manhattan Review,5,Best Company in field of Education / Teaching / Training,6919731916,ManhattanReview1426@gmail.com,ManhattanReview.com
1427,ISUZU ENGINEERING & BUSINESS CENTRE INDIA PVT LTD,Chennai,Automobile / Auto Anciliary / Auto Components,we are ISUZU ENGINEERING & BUSINESS CENTRE INDIA PVT LTD,3,Best Company in field of Automobile / Auto Anciliary / Auto Components,2907037476,ISUZUENGINEERING&BUSINESSCENTREINDIAPVTLTD1427@gmail.com,ISUZUENGINEERING&BUSINESSCENTREINDIAPVTLTD.com
1428,Witzenmann India Pvt Ltd,Chennai,Automobile / Auto Anciliary / Auto Components,we are Witzenmann India Pvt Ltd,2,Best Company in field of Automobile / Auto Anciliary / Auto Components,6595088677,WitzenmannIndiaPvtLtd1428@gmail.com,WitzenmannIndiaPvtLtd.com
1429,J connect Infotech,"Noida , Chennai",IT-Software / Software Services,we are J connect Infotech,2,Best Company in field of IT-Software / Software Services,5309327885,JconnectInfotech1429@gmail.com,JconnectInfotech.com
1430,Religare Corporate Services Limited,"Chennai , Hyderabad / Secunderabad",Banking / Financial Services / Broking,we are Religare Corporate Services Limited,2,Best Company in field of Banking / Financial Services / Broking,4094354726,ReligareCorporateServicesLimited1430@gmail.com,ReligareCorporateServicesLimited.com
1431,BRAND MIDAS,Chennai,Aviation / Aerospace Firms,we are BRAND MIDAS,1,Best Company in field of Aviation / Aerospace Firms,6255792701,BRANDMIDAS1431@gmail.com,BRANDMIDAS.com
1432,Eyeopen technologies,"Chennai , Trivandrum",IT-Software / Software Services,we are Eyeopen technologies,1,Best Company in field of IT-Software / Software Services,7334994140,Eyeopentechnologies1432@gmail.com,Eyeopentechnologies.com
1433,Mejor,Chennai,BPO / Call Centre / ITES,we are Mejor,2,Best Company in field of BPO / Call Centre / ITES,9204544338,Mejor1433@gmail.com,Mejor.com
1434,BLUE CHIP HR SOLUTIONS,Chennai,Accounting / Finance,we are BLUE CHIP HR SOLUTIONS,1,Best Company in field of Accounting / Finance,1700897548,BLUECHIPHRSOLUTIONS1434@gmail.com,BLUECHIPHRSOLUTIONS.com
1435,Lister Technologies (P) Ltd,Chennai,BPO / Call Centre / ITES,we are Lister Technologies (P) Ltd,4,Best Company in field of BPO / Call Centre / ITES,7176289217,ListerTechnologies(P)Ltd1435@gmail.com,ListerTechnologies(P)Ltd.com
1436,ISUZU ENGINEERING AND BUSINESS CENTRE INDIA PVT LTD,Chennai,Automobile / Auto Anciliary / Auto Components,we are ISUZU ENGINEERING AND BUSINESS CENTRE INDIA PVT LTD,2,Best Company in field of Automobile / Auto Anciliary / Auto Components,3887297352,ISUZUENGINEERINGANDBUSINESSCENTREINDIAPVTLTD1436@gmail.com,ISUZUENGINEERINGANDBUSINESSCENTREINDIAPVTLTD.com
1437,Creative Engineering Consultants India Pvt Ltd,Chennai,Automobile / Auto Anciliary / Auto Components,we are Creative Engineering Consultants India Pvt Ltd,2,Best Company in field of Automobile / Auto Anciliary / Auto Components,7793938347,CreativeEngineeringConsultantsIndiaPvtLtd1437@gmail.com,CreativeEngineeringConsultantsIndiaPvtLtd.com
1438,Arsal Constructions,"Chennai , Pune , Bengaluru/Bangalore",Automobile / Auto Anciliary / Auto Components,we are Arsal Constructions,3,Best Company in field of Automobile / Auto Anciliary / Auto Components,2406806253,ArsalConstructions1438@gmail.com,ArsalConstructions.com
1439,Avaria,Chennai,Accounting / Finance,we are Avaria,1,Best Company in field of Accounting / Finance,3492899271,Avaria1439@gmail.com,Avaria.com
1440,Prakash Gold Palace Pvt Ltd.,Chennai,Gems / Jewellery,we are Prakash Gold Palace Pvt Ltd.,3,Best Company in field of Gems / Jewellery,7956975820,PrakashGoldPalacePvtLtd.1440@gmail.com,PrakashGoldPalacePvtLtd..com
1441,Deanta Publishing Services,Chennai,Publishing,we are Deanta Publishing Services,3,Best Company in field of Publishing,2806945785,DeantaPublishingServices1441@gmail.com,DeantaPublishingServices.com
1442,"MyProgrammer, Inc.","Chennai , Bengaluru/Bangalore , Pune",IT-Software / Software Services,"we are MyProgrammer, Inc.",5,Best Company in field of IT-Software / Software Services,6959298758,"MyProgrammer,Inc.1442@gmail.com","MyProgrammer,Inc..com"
1443,Mastermind Network,"Chennai , Delhi/NCR(National Capital Region)",Banking / Financial Services / Broking,we are Mastermind Network,4,Best Company in field of Banking / Financial Services / Broking,4309372450,MastermindNetwork1443@gmail.com,MastermindNetwork.com
1444,Sunil Automotive Pvt Ltd,Chennai,Automobile / Auto Anciliary / Auto Components,we are Sunil Automotive Pvt Ltd,3,Best Company in field of Automobile / Auto Anciliary / Auto Components,5192434561,SunilAutomotivePvtLtd1444@gmail.com,SunilAutomotivePvtLtd.com
1445,Real Image Media Technologies Pvt. Ltd.,Chennai,BPO / Call Centre / ITES,we are Real Image Media Technologies Pvt. Ltd.,4,Best Company in field of BPO / Call Centre / ITES,7346312240,RealImageMediaTechnologiesPvt.Ltd.1445@gmail.com,RealImageMediaTechnologiesPvt.Ltd..com
1446,Le Royal Meridien,Chennai,Travel / Hotels / Restaurants / Airlines / Railways,we are Le Royal Meridien,5,Best Company in field of Travel / Hotels / Restaurants / Airlines / Railways,5415899309,LeRoyalMeridien1446@gmail.com,LeRoyalMeridien.com
1447,DaVita Care (India) Private Limited,Chennai,Medical / Healthcare / Hospitals,we are DaVita Care (India) Private Limited,3,Best Company in field of Medical / Healthcare / Hospitals,4147410557,DaVitaCare(India)PrivateLimited1447@gmail.com,DaVitaCare(India)PrivateLimited.com
1448,Adventures International Pvt Ltd,Chennai,BPO / Call Centre / ITES,we are Adventures International Pvt Ltd,2,Best Company in field of BPO / Call Centre / ITES,8750467561,AdventuresInternationalPvtLtd1448@gmail.com,AdventuresInternationalPvtLtd.com
1449,Emphasis Corporate Services,"Bengaluru/Bangalore , Mumbai , Chennai , Hyderabad / Secunderabad , Delhi",Banking / Financial Services / Broking,we are Emphasis Corporate Services,2,Best Company in field of Banking / Financial Services / Broking,9560145867,EmphasisCorporateServices1449@gmail.com,EmphasisCorporateServices.com
1450,QuickXpert Infotech,"Mumbai , Navi Mumbai , Thane , Hyderabad / Secunderabad , Chennai , Bengaluru/Bangalore , Noida , Greater Noida , Gurgaon",IT-Software / Software Services,we are QuickXpert Infotech,4,Best Company in field of IT-Software / Software Services,5187079913,QuickXpertInfotech1450@gmail.com,QuickXpertInfotech.com
1451,Crown Solutions India (P) Ltd,Chennai,IT-Software / Software Services,we are Crown Solutions India (P) Ltd,4,Best Company in field of IT-Software / Software Services,9792061839,CrownSolutionsIndia(P)Ltd1451@gmail.com,CrownSolutionsIndia(P)Ltd.com
1452,360 Degree Engineering & Consulting Services Limited,"Jaipur , Chennai",FMCG / Foods / Beverage,we are 360 Degree Engineering & Consulting Services Limited,5,Best Company in field of FMCG / Foods / Beverage,9434750239,360DegreeEngineering&ConsultingServicesLimited1452@gmail.com,360DegreeEngineering&ConsultingServicesLimited.com
1453,R.A.K. Ceramics India Pvt Ltd - mail CV on jamwal@rakindia.com & call 0986726722,"Bengaluru/Bangalore , Mumbai , Chennai",Ceramics / Sanitary ware,we are R.A.K. Ceramics India Pvt Ltd - mail CV on jamwal@rakindia.com & call 0986726722,4,Best Company in field of Ceramics / Sanitary ware,8508663903,R.A.K.CeramicsIndiaPvtLtd-mailCVonjamwal@rakindia.com&call09867267221453@gmail.com,R.A.K.CeramicsIndiaPvtLtd-mailCVonjamwal@rakindia.com&call0986726722.com
1454,Talent Maximus,Chennai,Other,we are Talent Maximus,1,Best Company in field of Other,9360610686,TalentMaximus1454@gmail.com,TalentMaximus.com
1455,Mech giant,"Bengaluru/Bangalore , Mumbai , Chennai , Pune , Hyderabad / Secunderabad , Delhi , Delhi/NCR(National Capital Region) , Gurgaon , Kolkata",Automobile / Auto Anciliary / Auto Components,we are Mech giant,3,Best Company in field of Automobile / Auto Anciliary / Auto Components,2128499017,Mechgiant1455@gmail.com,Mechgiant.com
1456,Eureka Outsourcing Solutions Pvt Ltd.,Chennai,BPO / Call Centre / ITES,we are Eureka Outsourcing Solutions Pvt Ltd.,1,Best Company in field of BPO / Call Centre / ITES,4633934900,EurekaOutsourcingSolutionsPvtLtd.1456@gmail.com,EurekaOutsourcingSolutionsPvtLtd..com
1457,3F Industries Ltd.,Chennai,FMCG / Foods / Beverage,we are 3F Industries Ltd.,4,Best Company in field of FMCG / Foods / Beverage,2494683227,3FIndustriesLtd.1457@gmail.com,3FIndustriesLtd..com
1458,National Youth For Social Justice,"Bhubaneshwar , Angul , Bengaluru/Bangalore , Mumbai , Chennai , Pune , Hyderabad / Secunderabad , Kolkata , Agartala",Automobile / Auto Anciliary / Auto Components,we are National Youth For Social Justice,2,Best Company in field of Automobile / Auto Anciliary / Auto Components,8287548627,NationalYouthForSocialJustice1458@gmail.com,NationalYouthForSocialJustice.com
1459,MindGen Solutions,"Chennai , Trivandrum",IT-Software / Software Services,we are MindGen Solutions,1,Best Company in field of IT-Software / Software Services,6845918600,MindGenSolutions1459@gmail.com,MindGenSolutions.com
1460,"Jasmin Infotech Pvt. Ltd.,",Chennai,IT-Software / Software Services,"we are Jasmin Infotech Pvt. Ltd.,",2,Best Company in field of IT-Software / Software Services,8170120469,"JasminInfotechPvt.Ltd.,1460@gmail.com","JasminInfotechPvt.Ltd.,.com"
1461,Acculogix Software Solutions India (P) Ltd.,Chennai,IT-Software / Software Services,we are Acculogix Software Solutions India (P) Ltd.,3,Best Company in field of IT-Software / Software Services,2156576356,AcculogixSoftwareSolutionsIndia(P)Ltd.1461@gmail.com,AcculogixSoftwareSolutionsIndia(P)Ltd..com
1462,Bharti AXA Life Insurance Company Ltd.,Chennai,Insurance,we are Bharti AXA Life Insurance Company Ltd.,4,Best Company in field of Insurance,4965272610,BhartiAXALifeInsuranceCompanyLtd.1462@gmail.com,BhartiAXALifeInsuranceCompanyLtd..com
1463,Softlogic Systems,Chennai,IT-Software / Software Services,we are Softlogic Systems,2,Best Company in field of IT-Software / Software Services,7297225881,SoftlogicSystems1463@gmail.com,SoftlogicSystems.com
1464,EDWARD FOOD RESEARCH & ANALYSIS CENTRE LIMITED(EFRAC),"Bengaluru/Bangalore , Mumbai , Chennai , Hyderabad / Secunderabad , Gurgaon , Kolkata",Pharma / Biotech / Clinical Research,we are EDWARD FOOD RESEARCH & ANALYSIS CENTRE LIMITED(EFRAC),5,Best Company in field of Pharma / Biotech / Clinical Research,1188735710,EDWARDFOODRESEARCH&ANALYSISCENTRELIMITED(EFRAC)1464@gmail.com,EDWARDFOODRESEARCH&ANALYSISCENTRELIMITED(EFRAC).com
1465,The Madras Medical Mission,Chennai,Medical / Healthcare / Hospitals,we are The Madras Medical Mission,1,Best Company in field of Medical / Healthcare / Hospitals,9548289299,TheMadrasMedicalMission1465@gmail.com,TheMadrasMedicalMission.com
1466,Advanced Business Consulting and Services,Chennai,Insurance,we are Advanced Business Consulting and Services,2,Best Company in field of Insurance,5535754111,AdvancedBusinessConsultingandServices1466@gmail.com,AdvancedBusinessConsultingandServices.com
1467,India Transact Services Ltd,"Mumbai , Chennai , Bengaluru/Bangalore , Jaipur , Chandigarh , Delhi/NCR(National Capital Region)",FMCG / Foods / Beverage,we are India Transact Services Ltd,4,Best Company in field of FMCG / Foods / Beverage,3009335442,IndiaTransactServicesLtd1467@gmail.com,IndiaTransactServicesLtd.com
